subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_phase,block_number,stim_frequency,stim_reliability_level
5,bimodal,Task B ,1,4,1,0.476907808,3,1,144.6918396,2,2664.838306,3
5,bimodal,Task B ,1,3,1,-6.286051925,3,1,0.863961824,3,2685.454771,3
5,bimodal,Task B ,1,3,0,5.179910478,4,2,184.8149219,4,2636.753046,4
5,bimodal,Task B ,2,4,0,-2.730268035,3,1,203.075298,5,2976.998005,3
5,bimodal,Task B ,2,4,1,11.82313568,4,2,58.44628065,6,3427.631116,4
6,bimodal,Task B ,1,2,0,-19.1284938,2,2,306.3867651,1,2779.200129,2
6,bimodal,Task B ,2,2,1,-6.306349931,4,2,30.4161543,2,2952.24263,4
6,bimodal,Task B ,1,2,0,-1.726384362,4,2,105.8017381,3,3343.033152,4
6,bimodal,Task B ,1,2,0,-7.236518312,4,2,49.13129406,4,2576.884912,4
6,bimodal,Task B ,1,2,1,-3.466456498,2,1,116.6845109,5,2512.930647,2
6,bimodal,Task B ,1,1,1,-0.054257806,3,1,34.69636009,6,2541.748084,3
7,bimodal,Task B ,1,1,0,-9.259420937,2,2,347.0297391,1,2974.804392,2
7,bimodal,Task B ,1,1,0,-11.27538947,1,2,241.9130269,2,1884.704096,1
7,bimodal,Task B ,1,1,1,3.903597499,2,1,235.5898519,3,2556.283316,2
7,bimodal,Task B ,1,1,1,-4.7199729,3,1,28.99002234,4,2717.99888,3
7,bimodal,Task B ,1,1,0,-3.470563126,2,2,14.67587209,5,2584.033827,2
7,bimodal,Task B ,1,1,1,-3.360391723,3,1,194.9944168,6,2718.22011,3
8,bimodal,Task B ,2,1,0,-2.300765421,1,1,307.9078726,1,2506.068716,1
8,bimodal,Task B ,2,4,1,-17.75067144,1,2,224.1943806,2,2117.048694,1
8,bimodal,Task B ,2,4,1,9.613214217,4,2,296.1832566,3,2269.625119,4
8,bimodal,Task B ,1,4,0,-2.497362872,3,2,311.6418253,4,3339.78891,3
