"","subject_name","stim_type","task_type","resp_category","resp_confidence","resp_correct","stim_orientation","stim_reliability","stim_category","stim_phase","block_number","stim_frequency","stim_reliability_level","cat1_evidence","cat2_evidence","evi_cat2","evi_allcat","visual_mostevidence","r"
"20228",2,"bimodal","Task B ",1,2,1,-0.185338267300554,2,1,94.13202855,2,0.0988081152143117,2,0.000355818236121158,2.62351674150621e-05,0.0686688488369269,0.931331151163073,1,3
"20229",2,"bimodal","Task B ",2,1,0,0.576594761357756,1,1,279.9367371,3,0.051566946368471,1,0.000102606354501227,2.42733919355919e-05,0.191310217881615,0.808689782118385,1,5
"20230",2,"bimodal","Task B ",2,3,1,1.37997124168663,3,2,188.8109049,4,-1.97811076609465,3,1.00290893086684e-14,5.74792272606898e-06,0.99999999825518,0.99999999825518,1,7
"20231",2,"bimodal","Task B ",1,3,1,0.0392503521562625,1,1,345.2247818,5,-0.141006925941531,1,0.000387589522221581,2.63757810517868e-05,0.0637149559231759,0.936285044076824,0,2
"20232",2,"bimodal","Task B ",2,4,1,1.44547393749383,1,2,25.07888485,6,-3.03170888874857,1,9.8755202585518e-25,1.36173335767389e-06,1,1,1,8
"20233",3,"bimodal","Task B ",2,2,1,-0.138720847827262,4,2,263.5033799,1,0.736203936663939,4,3.9689587541136e-05,2.28743817029354e-05,0.365615896486667,0.634384103513333,0,6
"20234",3,"bimodal","Task B ",1,4,1,-0.242512244741163,4,1,79.2055845,2,-0.177849257003331,4,0.000294814919993272,2.59285910745488e-05,0.0808390199016879,0.919160980098312,1,1
"20235",3,"bimodal","Task B ",2,3,1,-0.6321291781901,4,2,217.1457208,3,-0.474987070963922,4,3.22761770500585e-05,2.25806899620012e-05,0.411629230612771,0.588370769387229,1,7
"20236",3,"bimodal","Task B ",1,3,1,0.153613131772017,3,1,263.4653361,4,-0.0699190850649946,3,0.000374439548473019,2.63189424429295e-05,0.0656728255034012,0.934327174496599,1,2
"20237",3,"bimodal","Task B ",2,1,0,-0.0148994096288499,1,1,134.6358206,5,-0.418816865749082,1,0.000203279779245677,2.53330781885095e-05,0.110812132234524,0.889187867765476,0,5
"20238",3,"bimodal","Task B ",2,4,1,-2.39414450014931,1,2,324.7323679,6,-0.507958185708325,1,7.41524537591714e-15,5.64046518160116e-06,0.999999998685349,0.999999998685349,0,8
"20239",4,"bimodal","Task B ",1,2,1,-0.403031262074542,3,1,41.299776,1,-0.0156845513344741,3,0.000220164926884715,2.54597324661548e-05,0.103652998576931,0.896347001423069,1,3
"20240",4,"bimodal","Task B ",2,2,1,0.404742554646147,1,2,267.3210045,2,2.40349217156772,1,5.26981208692074e-15,5.52133722019058e-06,0.999999999045555,0.999999999045555,1,6
"20241",4,"bimodal","Task B ",1,3,1,-0.35073723898389,2,1,296.5986659,3,0.553923007934293,2,7.04575254530682e-05,2.37097808007414e-05,0.251783572706607,0.748216427293393,0,2
"20242",4,"bimodal","Task B ",1,3,1,-0.0588945094505533,4,1,11.94053518,4,0.503660659092903,4,0.000142949828981924,2.47816976912461e-05,0.147746211954142,0.852253788045858,0,2
"20243",4,"bimodal","Task B ",2,3,1,-1.84374867326503,1,2,152.2576717,5,-1.12105707895333,1,1.72585455260311e-12,7.92948239617913e-06,0.999999782349706,0.999999782349706,0,7
"20244",4,"bimodal","Task B ",2,1,1,1.04412052206274,1,2,92.33174875,6,3.03807374187612,1,5.06320575127161e-23,1.74164114386982e-06,1,1,1,5
"20245",5,"bimodal","Task B ",1,4,1,-0.463302855558591,1,1,340.989896,1,-0.191915209877053,1,0.000152621305380997,2.48833028323384e-05,0.140183982166999,0.859816017833001,1,1
"20246",5,"bimodal","Task B ",1,3,0,-0.809992480354046,3,2,27.54067969,2,0.153811391689862,3,2.61331028244216e-05,2.22846857053153e-05,0.460258231158754,0.539741768841246,1,2
"20247",5,"bimodal","Task B ",1,4,1,-0.0069506400334681,3,1,159.8130104,3,-0.319255226854055,3,0.00027699814244947,2.58277682462505e-05,0.0852891623009178,0.914710837699082,0,1
"20248",5,"bimodal","Task B ",1,2,1,0.110498923473834,1,1,178.8294404,4,0.498695071430714,1,0.000139660661908181,2.47456695009645e-05,0.150515307341673,0.849484692658327,0,3
"20249",5,"bimodal","Task B ",1,4,1,0.263802546540289,2,1,22.02968996,5,-0.264191295447351,2,0.000234483795916097,2.55601930437628e-05,0.0982918049596147,0.901708195040385,1,1
"20250",5,"bimodal","Task B ",2,2,0,0.799480632977993,1,1,318.00162,6,-0.7412280834737,1,2.85079917551694e-06,1.94029377925532e-05,0.871895709938187,0.871895709938187,0,6
"20251",6,"bimodal","Task B ",1,2,0,1.25756222277237,4,2,299.1653705,1,-0.449694358392258,4,2.40636444855093e-07,1.66252109634693e-05,0.985732324084924,0.985732324084924,0,3
"20252",6,"bimodal","Task B ",2,2,1,1.88943565888666,1,2,29.59302336,2,-0.292059477518864,1,9.90904754413729e-11,1.02137229135757e-05,0.999990298394137,0.999990298394137,0,6
"20253",6,"bimodal","Task B ",1,2,0,-2.24942344953798,1,2,275.8798714,3,1.20581630506109,1,7.55302036470252e-16,4.89006484603849e-06,0.999999999845544,0.999999999845544,0,3
"20254",6,"bimodal","Task B ",1,2,1,-0.510878936147629,1,1,255.5706355,4,-0.155907639896152,1,0.000132985174259428,2.46700357554068e-05,0.156480941879976,0.843519058120024,1,3
"20255",6,"bimodal","Task B ",1,1,1,0.270954454266742,1,1,339.2423233,5,-0.431524960384835,1,0.000141401899732131,2.47648402040805e-05,0.149036083957519,0.850963916042481,0,4
"20256",6,"bimodal","Task B ",2,2,1,1.25240298520175,1,2,297.1431192,6,-1.72572517630377,1,2.09885333395779e-12,8.0270498115662e-06,0.999999738527499,0.999999738527499,1,6
"20257",7,"bimodal","Task B ",1,4,1,-0.766263622419084,2,1,160.8811392,1,-0.3767248793053,2,2.12007448901089e-05,2.19952560624787e-05,0.509196582494312,0.509196582494312,0,1
"20258",7,"bimodal","Task B ",1,4,1,-0.463465318288737,4,1,301.3736535,2,-0.316244173451188,4,0.000116983695276857,2.44731521793323e-05,0.173007900426397,0.826992099573603,1,1
"20259",7,"bimodal","Task B ",1,4,1,-0.189712793792547,3,1,189.9583517,3,0.336097592965726,3,0.000228042076857112,2.55157309438142e-05,0.100630823263179,0.899369176736821,0,1
"20260",7,"bimodal","Task B ",1,1,1,-0.14211669419032,3,1,115.2142349,4,-0.0844402142380146,3,0.000381571039314029,2.63499951780238e-05,0.064595823578539,0.935404176421461,1,4
"20261",7,"bimodal","Task B ",1,1,1,-0.477171779667046,1,1,193.9225495,5,-0.288660441806478,1,0.000119018344121525,2.44995409058963e-05,0.170707232072263,0.829292767927737,1,4
"20262",7,"bimodal","Task B ",1,4,1,-0.759460308902767,4,1,35.55767159,6,0.0674345103882053,4,3.93205359572004e-05,2.28610298946336e-05,0.367649633479909,0.632350366520091,1,1
"20263",8,"bimodal","Task B ",1,4,0,-0.0806511422145826,1,2,229.0922571,1,-2.36763864200345,1,2.25040693335595e-14,6.0457250649286e-06,0.999999996277689,0.999999996277689,1,1
"20264",8,"bimodal","Task B ",1,4,1,-0.0167512658585414,4,1,306.3255323,2,-0.0970191548943951,4,0.000408113550801184,2.64609779390098e-05,0.0608893899412804,0.93911061005872,0,1
"20265",8,"bimodal","Task B ",2,4,1,-2.61614158703842,3,2,48.87496764,3,0.359044953082071,3,1.26306354350132e-16,4.37291617388143e-06,0.999999999971116,0.999999999971116,0,8
"20266",8,"bimodal","Task B ",2,1,0,0.813180980732203,4,1,310.0772425,4,-0.494063305621368,4,9.40551466348301e-06,2.09058816537498e-05,0.689703682237306,0.689703682237306,0,5
"20267",8,"bimodal","Task B ",2,4,0,-0.209866550427094,3,1,210.5464314,5,-0.142981063610288,3,0.000327979639386378,2.61019232005602e-05,0.0737172616666572,0.926282738333343,1,8
"20268",8,"bimodal","Task B ",1,4,1,0.373241370924266,3,1,225.9356314,6,0.173079145049587,3,0.000205612521166692,2.53511505670388e-05,0.109762502374248,0.890237497625752,1,1
"20269",9,"bimodal","Task B ",2,1,0,0.27466190610706,2,1,273.2037525,1,0.0431626371029436,2,0.000303664989486518,2.59765665372233e-05,0.0788024630467172,0.921197536953283,1,5
"20270",9,"bimodal","Task B ",2,1,0,0.402436940942069,3,1,259.6114447,2,0.0865445333940467,3,0.000205691523615784,2.53517592490697e-05,0.109727315742388,0.890272684257612,1,5
"20271",9,"bimodal","Task B ",2,3,1,2.00054651562309,2,2,0.824361515,3,-0.647517131683374,2,4.01567906026846e-12,8.35924423809382e-06,0.999999519612418,0.999999519612418,0,7
"20272",9,"bimodal","Task B ",1,1,1,-0.437027951760381,1,1,186.6713421,4,-0.215450765888199,1,0.000161536163101555,2.49717476443398e-05,0.133891090970196,0.866108909029804,1,4
"20273",9,"bimodal","Task B ",1,3,1,0.0480047657524112,4,1,34.00053276,5,-0.25518620225501,4,0.000319474094389465,2.60590935668612e-05,0.0754170495777528,0.924582950422247,0,2
"20274",9,"bimodal","Task B ",1,3,1,-0.0119652703947646,4,1,13.49375547,6,-0.0616721977851122,4,0.000417870677437455,2.65000806604769e-05,0.0596350686393201,0.94036493136068,0,2
"20275",10,"bimodal","Task B ",2,2,1,-1.92597557216978,4,2,304.5926299,1,-0.483339175138679,4,3.56748673050346e-11,9.58196819883063e-06,0.999996276888658,0.999996276888658,0,6
"20276",10,"bimodal","Task B ",2,1,1,-2.39596363934056,2,2,250.4885956,2,-2.09163016466437,2,2.06384441905361e-22,1.90151338568732e-06,1,1,0,5
