subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_phase,block_number,stim_frequency,stim_reliability_level,cat1_evidence,cat2_evidence,evi_cat2,evi_allcat,visual_mostevidence,r
7,bimodal,Task B ,1,1,0,0.426857152,1,2,84.63929067,5,4.03E-05,1,0.000195139,2.53E-05,0.114644274,0.885355726,1,4
7,bimodal,Task B ,1,4,1,0.208680396,1,1,279.593221,6,0.003126195,1,0.000350638,2.62E-05,0.069553455,0.930446545,1,1
8,bimodal,Task B ,1,4,0,-0.295522609,2,2,276.3210545,1,-3.559810871,2,1.83E-27,9.19E-07,1,1,1,1
8,bimodal,Task B ,2,4,1,-0.907981491,3,2,356.3294128,2,0.171694555,3,1.27E-05,2.13E-05,0.625948161,0.625948161,0,8
8,bimodal,Task B ,1,4,1,0.042471581,1,1,242.1982018,3,0.302962424,1,0.000284352,2.59E-05,0.08339225,0.91660775,0,1
8,bimodal,Task B ,1,4,1,0.335779489,1,1,128.2247875,4,-0.064818925,1,0.000257094,2.57E-05,0.090903581,0.909096419,1,1
8,bimodal,Task B ,2,4,1,-1.897995064,3,2,310.5717122,5,-1.997989097,3,7.28E-18,3.66E-06,1,1,1,8
8,bimodal,Task B ,1,4,1,-0.036974306,3,1,76.74788576,6,-0.115862877,3,0.000399923,2.64E-05,0.061985339,0.938014661,0,1
9,bimodal,Task B ,1,3,1,-0.54229044,4,1,242.3742782,1,0.132460071,4,0.000119067,2.45E-05,0.170653198,0.829346802,1,2
9,bimodal,Task B ,1,1,1,0.675651965,1,1,251.3483035,2,-0.519655493,1,1.99E-05,2.19E-05,0.524465238,0.524465238,0,4
9,bimodal,Task B ,1,1,1,0.339975901,4,1,330.416998,3,-0.216665505,4,0.000212456,2.54E-05,0.106798791,0.893201209,1,4
9,bimodal,Task B ,1,2,0,-0.631442241,4,2,237.5984256,4,-0.807723413,4,5.37E-06,2.02E-05,0.79001194,0.79001194,1,3
9,bimodal,Task B ,1,1,1,0.042416781,1,1,96.42341649,5,0.047834388,1,0.000416083,2.65E-05,0.059860864,0.940139136,0,4
9,bimodal,Task B ,1,1,1,-0.286017762,3,1,282.5176861,6,-0.263521652,3,0.000229126,2.55E-05,0.100229067,0.899770933,1,4
10,bimodal,Task B ,2,2,1,1.092855164,3,2,179.7284044,1,0.798751181,3,1.90E-07,1.64E-05,0.988555265,0.988555265,0,6
10,bimodal,Task B ,2,1,1,0.967380863,3,2,176.9554625,2,-0.245823146,3,6.47E-06,2.04E-05,0.759536581,0.759536581,0,5
10,bimodal,Task B ,2,2,1,-0.264646246,3,2,339.8102278,3,-1.040855145,3,3.36E-06,1.96E-05,0.853826697,0.853826697,1,6
10,bimodal,Task B ,2,2,1,2.106607596,4,2,150.2439665,4,0.400163209,4,1.93E-12,7.99E-06,0.999999758,0.999999758,0,6
10,bimodal,Task B ,1,1,0,-0.941588415,1,2,202.3685363,5,-1.620436974,1,1.75E-10,1.06E-05,0.999983489,0.999983489,1,4
10,bimodal,Task B ,1,1,1,-0.030283721,2,1,302.0159008,6,0.246393683,2,0.00032674,2.61E-05,0.073959985,0.926040015,0,4
1,bimodal,Task B ,2,2,1,3.109517563,1,2,90.69287597,1,-1.290794571,1,1.20E-24,1.38E-06,1,1,0,6
1,bimodal,Task B ,1,3,0,-0.551816435,4,2,152.1055362,2,2.538612242,4,1.83E-16,4.48E-06,1,1,1,2
1,bimodal,Task B ,2,4,0,0.287131334,1,1,128.1834073,3,0.006201838,1,0.000297187,2.59E-05,0.080282628,0.919717372,1,8
1,bimodal,Task B ,2,4,1,3.66039687,2,2,96.0983278,4,0.129338999,2,2.29E-28,8.07E-07,1,1,0,8
1,bimodal,Task B ,1,3,1,-0.394458493,4,1,269.6547844,5,-0.078425037,4,0.000220994,2.55E-05,0.103326186,0.896673814,1,2
1,bimodal,Task B ,2,4,1,-2.525008413,4,2,58.67432201,6,-0.164050838,4,1.36E-15,5.07E-06,1,1,0,8
2,bimodal,Task B ,1,3,1,-0.232926528,3,1,141.1463852,1,-0.167087875,3,0.000305016,2.60E-05,0.078500816,0.921499184,1,2
2,bimodal,Task B ,2,3,1,2.024685342,3,2,321.4204184,2,1.729249746,3,5.05E-17,4.13E-06,1,1,0,7
2,bimodal,Task B ,1,2,1,-0.396738998,3,1,303.0225485,3,0.283512056,3,0.000159711,2.50E-05,0.135131605,0.864868395,1,3
2,bimodal,Task B ,1,2,0,-0.021495644,3,2,274.6553888,4,-0.597892312,3,9.44E-05,2.41E-05,0.203723899,0.796276101,0,3
2,bimodal,Task B ,2,2,0,-0.261971599,1,1,49.24692144,5,-0.286784497,1,0.000229079,2.55E-05,0.10024661,0.89975339,0,6
2,bimodal,Task B ,1,2,1,-0.500084891,1,1,164.3205114,6,-0.232044713,1,0.000122879,2.45E-05,0.166512183,0.833487817,1,3
3,bimodal,Task B ,1,3,1,-0.050891316,2,1,147.0124868,1,0.099002018,2,0.000403326,2.64E-05,0.061524996,0.938475004,0,2
3,bimodal,Task B ,2,3,0,-0.253283451,1,1,300.5381231,2,0.409592856,1,0.000161329,2.50E-05,0.13403056,0.86596944,0,7
3,bimodal,Task B ,2,4,1,-0.387860068,1,2,268.4077744,3,-1.599525692,1,4.81E-09,1.30E-05,0.999630962,0.999630962,1,8
3,bimodal,Task B ,2,3,1,1.354201439,1,2,11.24465299,4,-0.564902938,1,5.13E-08,1.51E-05,0.996610244,0.996610244,0,7
3,bimodal,Task B ,1,4,1,-0.159026083,1,1,350.6577442,5,-0.213372576,1,0.0003184,2.61E-05,0.075637443,0.924362557,0,1
3,bimodal,Task B ,1,3,0,-0.611677408,4,2,58.79375426,6,1.042047892,4,9.33E-07,1.81E-05,0.950966365,0.950966365,1,2
4,bimodal,Task B ,1,3,1,-0.442086037,3,1,129.6360737,1,0.09934934,3,0.00018443,2.52E-05,0.120125623,0.879874377,1,2
4,bimodal,Task B ,1,2,1,0.083440393,3,1,180.8817747,2,-0.477070244,3,0.000157949,2.49E-05,0.136351451,0.863648549,0,3
4,bimodal,Task B ,2,2,1,0.614185476,2,2,201.0815526,3,-1.138794949,2,3.65E-07,1.71E-05,0.97903412,0.97903412,1,6
4,bimodal,Task B ,1,4,1,-0.218197873,4,1,340.1634151,4,0.130781854,4,0.000326875,2.61E-05,0.073933613,0.926066387,1,1
4,bimodal,Task B ,1,1,1,0.136016878,1,1,346.3759865,5,0.151277654,1,0.000353891,2.62E-05,0.068995275,0.931004725,0,4
4,bimodal,Task B ,1,2,0,-1.190898563,2,2,21.93312872,6,0.547262425,2,3.49E-07,1.70E-05,0.979892443,0.979892443,0,3
5,bimodal,Task B ,2,4,0,-0.952854651,1,1,123.0187292,1,-0.359534919,1,5.95E-06,2.03E-05,0.773338698,0.773338698,0,8
5,bimodal,Task B ,2,4,1,-0.854948337,4,2,21.08002243,2,-1.276430682,4,2.22E-08,1.43E-05,0.99845203,0.99845203,1,8
5,bimodal,Task B ,2,2,1,1.329095847,2,2,11.476407,3,0.573449455,2,6.44E-08,1.53E-05,0.995809256,0.995809256,0,6
5,bimodal,Task B ,1,4,1,0.299946906,4,1,44.86764379,4,0.436716313,4,0.000128095,2.46E-05,0.161173725,0.838826275,0,1
5,bimodal,Task B ,1,4,1,-0.121680437,2,1,135.9428245,5,0.056750256,2,0.000395692,2.64E-05,0.062567605,0.937432395,1,1
5,bimodal,Task B ,1,4,1,0.485284314,3,1,159.3237888,6,-0.3637037,3,8.96E-05,2.41E-05,0.211749928,0.788250072,1,1
6,bimodal,Task B ,1,3,1,-0.410987896,1,1,180.1740575,1,0.203911533,1,0.000179634,2.51E-05,0.122760884,0.877239116,1,2
6,bimodal,Task B ,1,2,0,-1.36259654,1,2,218.5162136,2,0.380346153,1,1.10E-07,1.58E-05,0.993110911,0.993110911,0,3
6,bimodal,Task B ,1,2,1,0.144653626,4,1,23.54300999,3,-0.160418428,4,0.000347224,2.62E-05,0.070149409,0.929850591,0,3
6,bimodal,Task B ,1,2,1,0.003914647,3,1,199.8937482,4,-0.234432354,3,0.000337288,2.61E-05,0.071945581,0.928054419,0,3
6,bimodal,Task B ,1,2,1,0.10193346,4,1,27.56367744,5,0.002759782,4,0.000404445,2.64E-05,0.061375312,0.938624688,1,3
6,bimodal,Task B ,2,3,1,1.003434433,2,2,253.3429872,6,1.53992738,2,2.73E-10,1.09E-05,0.999974899,0.999974899,1,7
7,bimodal,Task B ,1,1,0,-2.001344161,4,2,236.8248876,1,-1.979203502,4,1.88E-18,3.36E-06,1,1,0,4
7,bimodal,Task B ,1,1,1,-0.308499204,2,1,84.73381763,2,0.360171984,2,0.00016707,2.50E-05,0.130271477,0.869728523,0,4
7,bimodal,Task B ,1,1,1,0.638310566,1,1,48.73457597,3,-0.536241616,1,2.27E-05,2.21E-05,0.493603259,0.506396741,1,4
7,bimodal,Task B ,1,1,0,-0.753591875,2,2,220.1634768,4,-1.144703042,2,1.67E-07,1.62E-05,0.989832503,0.989832503,1,4
7,bimodal,Task B ,1,1,0,0.310531306,3,2,230.4503565,5,-0.794424975,3,1.97E-05,2.19E-05,0.526483358,0.526483358,1,4
7,bimodal,Task B ,1,4,1,-0.103046288,4,1,220.3746806,6,-0.523110123,4,0.000129293,2.46E-05,0.15999691,0.84000309,0,1
8,bimodal,Task B ,2,1,1,1.955528937,1,2,186.6904014,1,-0.415328032,1,2.38E-11,9.34E-06,0.999997449,0.999997449,0,5
8,bimodal,Task B ,1,4,1,0.767282112,1,1,166.523483,2,-0.061674555,1,3.50E-05,2.27E-05,0.393619057,0.606380943,1,1
8,bimodal,Task B ,2,4,1,-1.441103847,2,2,171.3076611,3,2.390939921,2,2.63E-18,3.43E-06,1,1,1,8
8,bimodal,Task B ,1,4,0,0.836795639,2,2,247.755237,4,-1.775068508,2,3.80E-11,9.62E-06,0.999996049,0.999996049,1,1
8,bimodal,Task B ,1,4,0,0.654616726,3,2,72.9367843,5,-0.179762993,3,6.07E-05,2.35E-05,0.279053109,0.720946891,1,1
8,bimodal,Task B ,2,4,1,-0.835936495,1,2,286.189284,6,-2.951463701,1,2.69E-21,2.23E-06,1,1,1,8
9,bimodal,Task B ,1,2,1,-0.337959545,3,1,36.75074454,1,0.120827309,3,0.000251988,2.57E-05,0.092469647,0.907530353,1,3
9,bimodal,Task B ,1,4,1,-0.061227369,4,1,23.12725167,2,-0.003117838,4,0.000419012,2.65E-05,0.059491771,0.940508229,1,1
9,bimodal,Task B ,2,2,1,0.918184774,2,2,99.59201863,3,0.493055132,2,4.37E-06,1.99E-05,0.820173055,0.820173055,0,6
9,bimodal,Task B ,1,3,1,0.022475648,3,1,160.9978939,4,-0.280901765,3,0.000304129,2.60E-05,0.078698503,0.921301497,0,2
9,bimodal,Task B ,2,3,1,1.673918077,3,2,94.79459497,5,-1.173243189,3,1.05E-11,8.88E-06,0.999998814,0.999998814,0,7
9,bimodal,Task B ,1,2,0,2.379323789,1,2,262.7488124,6,-0.289586986,1,1.65E-14,5.93E-06,0.999999997,0.999999997,0,3
10,bimodal,Task B ,2,1,1,-2.378754358,1,2,316.8409958,1,0.529599882,1,9.04E-15,5.71E-06,0.999999998,0.999999998,0,5
10,bimodal,Task B ,1,2,1,0.047525185,4,1,234.6391806,2,0.416096808,4,0.000201022,2.53E-05,0.111848079,0.888151921,0,3
10,bimodal,Task B ,1,2,1,-0.417439468,2,1,301.0538464,3,-0.101203717,2,0.000201288,2.53E-05,0.111725195,0.888274805,1,3
10,bimodal,Task B ,2,2,1,1.951472406,3,2,330.6456168,4,-2.628237768,3,1.17E-23,1.59E-06,1,1,1,6
10,bimodal,Task B ,1,1,0,1.167570901,2,2,216.6266304,5,-0.655063885,2,2.30E-07,1.66E-05,0.986313384,0.986313384,0,4
10,bimodal,Task B ,1,1,1,-0.316906162,4,1,203.7066795,6,0.263207967,4,0.000211288,2.54E-05,0.107292982,0.892707018,1,4
1,bimodal,Task B ,2,3,1,1.392825462,1,2,203.6977008,1,1.327961146,1,7.26E-11,1.00E-05,0.999992748,0.999992748,0,7
1,bimodal,Task B ,2,4,1,1.164903848,4,2,305.7438746,2,-2.259069729,4,6.48E-16,4.84E-06,1,1,1,8
1,bimodal,Task B ,1,2,0,-0.084185709,2,2,60.57015696,3,-0.758912256,2,3.67E-05,2.28E-05,0.382896921,0.617103079,0,3
1,bimodal,Task B ,1,3,1,0.352333797,2,1,85.24342257,4,-0.32788891,2,0.000158887,2.49E-05,0.135698869,0.864301131,1,2
1,bimodal,Task B ,2,2,1,-0.407299245,2,2,5.581837056,5,0.52209807,2,6.83E-05,2.37E-05,0.25719672,0.74280328,0,6
1,bimodal,Task B ,1,3,1,0.395986514,3,1,12.89696755,6,0.280511495,3,0.0001553,2.49E-05,0.138229568,0.861770432,1,2
2,bimodal,Task B ,1,1,1,0.133099059,1,1,92.03067152,1,-0.508935462,1,0.000132025,2.47E-05,0.157380054,0.842619946,0,4
2,bimodal,Task B ,1,2,1,0.336618432,2,1,355.4023765,2,0.110848342,2,0.000247389,2.56E-05,0.093929052,0.906070948,1,3
2,bimodal,Task B ,1,1,0,1.415908758,1,2,224.8042693,3,-0.364577481,1,5.51E-08,1.52E-05,0.996377587,0.996377587,0,4
2,bimodal,Task B ,2,3,0,0.062796417,4,1,196.8301864,4,-0.349571878,4,0.000249453,2.57E-05,0.093268389,0.906731611,0,7
2,bimodal,Task B ,1,2,1,-0.334452326,2,1,333.4437747,5,0.242515126,2,0.00021082,2.54E-05,0.107492081,0.892507919,1,3
2,bimodal,Task B ,1,3,1,-0.25068825,1,1,303.6060163,6,0.067435865,1,0.00032427,2.61E-05,0.074448845,0.925551155,1,2
3,bimodal,Task B ,2,3,1,1.270207904,3,2,322.7069196,1,-0.218195887,3,4.03E-07,1.72E-05,0.977043363,0.977043363,0,7
3,bimodal,Task B ,1,4,1,0.14201604,4,1,36.23087741,2,0.479345251,4,0.000146171,2.48E-05,0.145135105,0.854864895,0,1
3,bimodal,Task B ,1,3,1,-0.270662608,1,1,306.6104684,3,0.436738105,1,0.000141059,2.48E-05,0.149324817,0.850675183,0,2
3,bimodal,Task B ,2,2,1,1.745811142,3,2,238.1032719,4,0.072311004,3,1.22E-09,1.19E-05,0.999898089,0.999898089,0,6
3,bimodal,Task B ,1,4,1,-0.058472148,3,1,330.5216257,5,-0.212464352,3,0.00034757,2.62E-05,0.070088463,0.929911537,0,1
3,bimodal,Task B ,2,4,1,-1.482697189,2,2,226.4881158,6,-2.507859842,2,1.50E-19,2.87E-06,1,1,1,8
4,bimodal,Task B ,1,2,1,-0.487598959,1,1,287.981818,1,0.032032501,1,0.000161068,2.50E-05,0.134207115,0.865792885,1,3
4,bimodal,Task B ,2,1,1,0.273766544,2,2,222.0599878,2,0.878054485,2,1.17E-05,2.12E-05,0.643784241,0.643784241,1,5
4,bimodal,Task B ,1,2,1,0.180182067,3,1,163.5520393,3,0.632996727,3,6.73E-05,2.36E-05,0.260048722,0.739951278,0,3
4,bimodal,Task B ,2,2,1,0.461994123,1,2,319.0898589,4,1.089307469,1,1.13E-06,1.83E-05,0.941931184,0.941931184,1,6
4,bimodal,Task B ,1,2,1,0.265534085,2,1,242.8732366,5,0.295667419,2,0.000215476,2.54E-05,0.105542989,0.894457011,0,3
4,bimodal,Task B ,1,3,1,-0.170354255,3,1,337.6366986,6,0.42834651,3,0.000173962,2.51E-05,0.12603702,0.87396298,0,2
5,bimodal,Task B ,2,1,1,1.685629996,1,2,236.7157731,1,-0.424619742,1,1.38E-09,1.20E-05,0.99988522,0.99988522,0,5
5,bimodal,Task B ,2,4,1,-2.16877602,2,2,225.5871523,2,-3.069124914,2,8.64E-30,6.58E-07,1,1,1,8
5,bimodal,Task B ,1,1,0,0.960369986,1,2,8.84967395,3,-2.348490101,1,6.99E-16,4.87E-06,1,1,1,4
5,bimodal,Task B ,1,4,1,-0.011612996,3,1,173.6310925,4,0.029074812,3,0.0004227,2.65E-05,0.059033832,0.940966168,0,1
5,bimodal,Task B ,1,3,1,-0.645672098,3,1,238.6774146,5,0.214266803,3,6.37E-05,2.36E-05,0.270040531,0.729959469,1,2
5,bimodal,Task B ,1,2,0,1.068340442,1,2,13.49671778,6,0.836415484,1,1.82E-07,1.63E-05,0.988964114,0.988964114,0,3
6,bimodal,Task B ,1,2,0,-0.174188895,2,2,212.1708114,1,-0.930226233,2,9.88E-06,2.10E-05,0.679752829,0.679752829,1,3
6,bimodal,Task B ,1,2,1,-0.086444143,3,1,344.0000818,2,-0.11189129,3,0.000392307,2.64E-05,0.063041729,0.936958271,0,3
6,bimodal,Task B ,1,1,1,0.075552233,2,1,83.15038001,3,-0.078738582,2,0.000402616,2.64E-05,0.061620557,0.938379443,1,4
6,bimodal,Task B ,1,2,1,-0.130876328,2,1,33.75290059,4,0.515775905,2,0.000128628,2.46E-05,0.160648019,0.839351981,0,3
6,bimodal,Task B ,2,2,1,3.327604687,2,2,205.1085314,5,-1.243064509,2,5.81E-27,9.88E-07,1,1,0,6
6,bimodal,Task B ,2,2,0,0.417425062,1,1,311.0243919,6,0.330000021,1,0.000126956,2.46E-05,0.162308922,0.837691078,1,6
7,bimodal,Task B ,1,4,0,0.11720972,4,2,1.799960081,1,-1.039758169,4,4.20E-06,1.99E-05,0.825456295,0.825456295,1,1
7,bimodal,Task B ,1,1,1,-0.086123845,2,1,286.1854988,2,0.059852611,2,0.000406696,2.65E-05,0.061076198,0.938923802,1,4
7,bimodal,Task B ,2,4,1,-1.705388881,4,2,338.2811724,3,-0.605683026,4,5.61E-10,1.14E-05,0.99995075,0.99995075,0,8
7,bimodal,Task B ,2,4,1,-0.158285476,3,2,292.2747358,4,3.759118261,3,4.59E-30,6.32E-07,1,1,1,8
7,bimodal,Task B ,1,4,1,0.145040607,4,1,36.13610853,5,-0.686253816,4,5.33E-05,2.33E-05,0.304164199,0.695835801,0,1
7,bimodal,Task B ,1,4,0,1.075380744,3,2,75.16851584,6,-0.461089542,3,1.36E-06,1.85E-05,0.931740204,0.931740204,0,1
8,bimodal,Task B ,2,4,1,1.36490276,4,2,351.8732998,1,-2.232876135,4,1.29E-16,4.38E-06,1,1,1,8
8,bimodal,Task B ,2,4,1,0.496543812,3,2,234.0441597,2,-0.691532711,3,1.99E-05,2.19E-05,0.523664138,0.523664138,1,8
8,bimodal,Task B ,1,4,0,0.669525415,1,2,313.8923571,3,1.616022606,1,1.02E-09,1.18E-05,0.999913419,0.999913419,1,1
8,bimodal,Task B ,1,4,1,0.435072502,1,1,327.2026333,4,0.162774428,1,0.00016906,2.50E-05,0.129018606,0.870981394,1,1
8,bimodal,Task B ,1,4,1,-0.004371826,3,1,139.9300337,5,-0.039206834,3,0.000421847,2.65E-05,0.059139142,0.940860858,0,1
8,bimodal,Task B ,1,4,0,-0.611103195,1,2,235.2646711,6,2.201317243,1,1.18E-13,6.71E-06,0.999999982,0.999999982,1,1
9,bimodal,Task B ,1,4,1,0.100713548,4,1,30.36026837,1,0.242006613,4,0.000315364,2.60E-05,0.076267942,0.923732058,0,1
9,bimodal,Task B ,1,1,0,-0.267831924,4,2,289.5515837,2,-0.895396927,4,1.09E-05,2.11E-05,0.658883654,0.658883654,1,4
9,bimodal,Task B ,1,1,1,0.507221611,2,1,62.74108669,3,0.070844179,2,0.000139243,2.47E-05,0.150874883,0.849125117,1,4
9,bimodal,Task B ,2,1,0,-0.368075383,4,1,193.9412641,4,0.052335216,4,0.000243071,2.56E-05,0.095343311,0.904656689,1,5
9,bimodal,Task B ,2,3,1,-0.457116286,3,2,89.07428877,5,1.221150987,3,3.32E-07,1.70E-05,0.980825613,0.980825613,1,7
9,bimodal,Task B ,2,1,0,0.27106804,3,1,310.2180094,6,0.696219033,3,3.96E-05,2.29E-05,0.366146698,0.633853302,0,5
10,bimodal,Task B ,2,1,1,1.230465392,4,2,102.8008577,1,-0.345978597,4,4.51E-07,1.73E-05,0.974574346,0.974574346,0,5
10,bimodal,Task B ,1,2,0,0.239627389,3,2,46.89892829,2,0.489287715,3,0.000119664,2.45E-05,0.16998999,0.83001001,0,3
10,bimodal,Task B ,1,2,1,0.326081894,4,1,110.5892032,3,-0.007257216,4,0.000268654,2.58E-05,0.087553071,0.912446929,1,3
10,bimodal,Task B ,1,1,0,-0.488549575,4,2,128.5861579,4,0.146385931,4,0.000147026,2.48E-05,0.144457585,0.855542415,1,4
10,bimodal,Task B ,1,2,1,-0.078423311,2,1,38.6022885,5,-0.052753095,2,0.00041059,2.65E-05,0.060565905,0.939434095,1,3
10,bimodal,Task B ,2,3,1,-0.514938312,2,2,177.512708,6,1.259571043,2,1.76E-07,1.63E-05,0.989319823,0.989319823,1,7
1,bimodal,Task B ,2,2,1,-1.566938627,3,2,329.6141932,1,-1.073035901,3,1.34E-10,1.04E-05,0.999987136,0.999987136,0,6
1,bimodal,Task B ,2,2,1,1.526641657,2,2,266.1930455,2,-1.403867193,2,6.12E-12,8.58E-06,0.999999286,0.999999286,0,6
1,bimodal,Task B ,2,4,1,2.234787874,2,2,107.1676118,3,-2.822860767,2,9.56E-28,8.82E-07,1,1,1,8
1,bimodal,Task B ,1,3,1,-0.208601712,2,1,109.6934063,4,-0.195311817,2,0.000305193,2.60E-05,0.078461578,0.921538422,1,2
1,bimodal,Task B ,1,3,0,0.146505758,3,2,293.6140719,5,-0.952194979,3,8.48E-06,2.08E-05,0.710083325,0.710083325,1,2
1,bimodal,Task B ,1,2,1,-0.085084706,1,1,185.5807524,6,0.115502514,1,0.000390309,2.64E-05,0.063325,0.936675,0,3
2,bimodal,Task B ,1,2,1,0.141781774,3,1,331.0179198,1,0.062820876,3,0.000381076,2.63E-05,0.06466946,0.93533054,1,3
2,bimodal,Task B ,2,2,0,0.103501114,2,1,219.6159894,2,-0.128141396,2,0.000377392,2.63E-05,0.065222502,0.934777498,0,6
2,bimodal,Task B ,2,2,1,-0.247551622,3,2,262.0530377,3,-0.557316682,3,9.03E-05,2.41E-05,0.210557741,0.789442259,0,6
2,bimodal,Task B ,1,3,1,-0.515237039,2,1,215.1493524,4,0.578090281,2,3.50E-05,2.27E-05,0.393315856,0.606684144,0,2
2,bimodal,Task B ,1,3,0,-0.003078158,3,2,67.3164024,5,-0.48690087,3,0.000156861,2.49E-05,0.137116422,0.862883578,0,2
2,bimodal,Task B ,1,1,0,1.318634076,1,2,125.9364006,6,-1.277985885,1,3.00E-10,1.09E-05,0.999972605,0.999972605,0,4
3,bimodal,Task B ,1,4,1,0.115731646,3,1,140.2568398,1,0.216436771,3,0.000326779,2.61E-05,0.073952298,0.926047702,0,1
3,bimodal,Task B ,2,1,1,-0.74341828,3,2,319.3775443,2,-0.58362731,3,1.06E-05,2.11E-05,0.665461416,0.665461416,0,5
3,bimodal,Task B ,1,4,1,-0.327971833,3,1,152.2278739,3,0.091006066,3,0.000266008,2.58E-05,0.088297223,0.911702777,1,1
3,bimodal,Task B ,1,1,1,0.018154062,4,1,286.1855107,4,-0.715020327,4,4.93E-05,2.32E-05,0.31982373,0.68017627,0,4
3,bimodal,Task B ,1,3,1,0.198930184,2,1,320.0958206,5,0.202377418,2,0.000299359,2.60E-05,0.079779996,0.920220004,0,2
3,bimodal,Task B ,1,4,1,0.141153582,3,1,349.7197716,6,-0.134502853,3,0.000360057,2.63E-05,0.067962177,0.932037823,1,1
4,bimodal,Task B ,1,3,1,-0.081387859,4,1,292.1781503,1,-0.541476348,4,0.000120941,2.45E-05,0.168590395,0.831409605,0,2
4,bimodal,Task B ,1,3,1,-0.418469976,3,1,63.51998143,2,0.515878729,3,6.76E-05,2.36E-05,0.259073084,0.740926916,0,2
4,bimodal,Task B ,1,2,1,-0.556100206,3,1,202.1007901,3,-0.310144793,3,8.07E-05,2.39E-05,0.2286448,0.7713552,1,3
4,bimodal,Task B ,1,1,1,-0.568009239,1,1,160.5003986,4,0.106195368,1,0.000108754,2.44E-05,0.183012078,0.816987922,1,4
4,bimodal,Task B ,1,3,0,0.008879249,2,2,137.4373606,5,1.899849857,2,1.00E-10,1.02E-05,0.999990193,0.999990193,1,2
4,bimodal,Task B ,1,2,1,-0.072056405,2,1,294.2149429,6,0.214636308,2,0.000342256,2.62E-05,0.071035769,0.928964231,0,3
5,bimodal,Task B ,2,4,1,-1.276250549,3,2,40.88717355,1,-1.319622483,3,3.39E-10,1.10E-05,0.999969232,0.999969232,1,8
5,bimodal,Task B ,1,4,1,-0.004395399,3,1,275.9070205,2,-0.063176424,3,0.000417611,2.65E-05,0.059667742,0.940332258,0,1
5,bimodal,Task B ,1,4,1,-0.122940638,2,1,214.9105045,3,0.017977807,2,0.000400246,2.64E-05,0.061941276,0.938058724,1,1
5,bimodal,Task B ,1,4,1,-0.14085496,1,1,213.2896052,4,0.238585617,1,0.00030856,2.60E-05,0.077720951,0.922279049,0,1
5,bimodal,Task B ,1,3,1,0.738159153,1,1,49.83932622,5,0.008386448,1,4.26E-05,2.30E-05,0.350206368,0.649793632,1,2
5,bimodal,Task B ,1,4,1,-0.51711526,2,1,40.02134989,6,-0.023984698,2,0.000142968,2.48E-05,0.147731417,0.852268583,1,1
6,bimodal,Task B ,1,2,0,0.718584435,3,2,336.6639655,1,0.8852768,3,1.74E-06,1.88E-05,0.915323215,0.915323215,1,3
6,bimodal,Task B ,1,2,1,0.422844167,2,1,4.784879,2,-0.178344194,2,0.000173433,2.51E-05,0.126352278,0.873647722,1,3
6,bimodal,Task B ,1,2,1,0.204017525,4,1,175.442632,3,-0.091282726,4,0.000341684,2.62E-05,0.07113922,0.92886078,1,3
6,bimodal,Task B ,1,2,1,-0.254865282,4,1,307.7060163,4,-0.274207178,4,0.000239517,2.56E-05,0.096541299,0.903458701,0,3
6,bimodal,Task B ,1,1,0,0.951778497,2,2,274.0600134,5,-2.17448273,2,2.07E-14,6.01E-06,0.999999997,0.999999997,1,4
6,bimodal,Task B ,1,1,1,-0.48446514,3,1,24.06465768,6,0.963732345,3,3.21E-06,1.95E-05,0.858798429,0.858798429,1,4
7,bimodal,Task B ,2,4,1,-2.967255398,2,2,24.26441266,1,0.751150947,2,5.94E-21,2.35E-06,1,1,0,8
7,bimodal,Task B ,1,4,1,-0.128372221,3,1,105.7890384,2,0.373129474,3,0.0002206,2.55E-05,0.103481197,0.896518803,0,1
7,bimodal,Task B ,2,4,0,-0.587914618,4,1,287.2811343,3,-0.062809636,4,0.000102241,2.43E-05,0.191827514,0.808172486,1,8
7,bimodal,Task B ,1,1,1,-0.257450578,3,1,268.8595615,4,-0.0577708,3,0.000321866,2.61E-05,0.074930816,0.925069184,1,4
7,bimodal,Task B ,1,1,0,2.04838537,1,2,295.0219024,5,1.172951269,1,3.10E-14,6.17E-06,0.999999995,0.999999995,0,4
7,bimodal,Task B ,1,4,0,1.40370114,2,2,32.51406292,6,-0.073354784,2,1.09E-07,1.58E-05,0.993178176,0.993178176,0,1
8,bimodal,Task B ,1,4,1,-0.279237923,3,1,154.3581323,1,0.577463209,3,7.56E-05,2.38E-05,0.239461845,0.760538155,0,1
8,bimodal,Task B ,1,4,1,0.155669203,4,1,17.77496898,2,-0.278292562,4,0.00027554,2.58E-05,0.085676053,0.914323947,0,1
8,bimodal,Task B ,1,4,1,-0.069374207,2,1,182.5219588,3,0.023112801,2,0.000416282,2.65E-05,0.05983566,0.94016434,1,1
8,bimodal,Task B ,1,4,1,0.314950426,4,1,81.2235397,4,0.476228782,4,0.000105745,2.43E-05,0.186977792,0.813022208,0,1
8,bimodal,Task B ,2,4,1,0.542736888,3,2,124.0658814,5,-2.198369526,3,1.72E-13,6.87E-06,0.999999975,0.999999975,1,8
8,bimodal,Task B ,2,4,1,1.779702265,1,2,326.3168184,6,-0.008785652,1,7.57E-10,1.16E-05,0.999934716,0.999934716,0,8
