subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_phase,block_number,stim_frequency,stim_reliability_level,cat1_evidence,cat2_evidence,evi_cat2,evi_allcat,visual_mostevidence,r
4,bimodal,Task B ,1,1,1,0.128652013,1,1,222.6322806,1,-0.131517361,1,0.000366567,2.63E-05,0.066905779,0.933094221,1,4
4,bimodal,Task B ,1,2,1,-0.191501978,1,1,47.40719602,2,-0.217706342,1,0.000301794,2.60E-05,0.079224007,0.920775993,0,3
4,bimodal,Task B ,1,1,0,-0.349408753,2,2,299.9808823,3,1.634090534,2,3.25E-09,1.27E-05,0.999744444,0.999744444,1,4
4,bimodal,Task B ,1,2,0,0.557476742,2,2,133.6810057,4,-1.031196468,2,1.29E-06,1.85E-05,0.934600358,0.934600358,1,3
4,bimodal,Task B ,1,1,0,-1.55661677,1,2,98.77050128,5,0.080441832,1,1.90E-08,1.42E-05,0.99866439,0.99866439,0,4
4,bimodal,Task B ,2,2,1,-1.319291238,3,2,238.8128801,6,0.231934838,3,2.61E-07,1.67E-05,0.984625623,0.984625623,0,6
5,bimodal,Task B ,1,2,1,-0.448325181,2,1,233.8532293,1,0.484442878,2,6.95E-05,2.37E-05,0.254233496,0.745766504,0,3
5,bimodal,Task B ,2,4,1,-1.320592793,4,2,172.7123227,2,0.694011667,4,4.20E-08,1.49E-05,0.997187759,0.997187759,0,8
5,bimodal,Task B ,2,4,1,3.596325777,2,2,297.6106928,3,0.310439907,2,1.13E-27,8.92E-07,1,1,0,8
5,bimodal,Task B ,1,4,1,-0.677603055,1,1,289.4404349,4,-0.350942963,1,3.89E-05,2.28E-05,0.370152491,0.629847509,1,1
5,bimodal,Task B ,2,3,0,-0.007962527,4,1,288.2384283,5,0.262270024,4,0.000316519,2.60E-05,0.076026844,0.923973156,0,7
5,bimodal,Task B ,2,4,1,0.507189905,4,2,183.9934752,6,-0.674096571,4,2.11E-05,2.20E-05,0.510685615,0.510685615,1,8
6,bimodal,Task B ,2,2,0,0.273627594,1,1,234.0875172,1,0.552258695,1,8.42E-05,2.40E-05,0.221657582,0.778342418,0,6
6,bimodal,Task B ,1,2,0,-3.455409869,2,2,73.81513649,2,-0.426156415,2,6.87E-26,1.15E-06,1,1,0,3
6,bimodal,Task B ,1,2,0,-1.102880497,1,2,209.113307,3,-0.821083695,1,1.68E-07,1.63E-05,0.989776581,0.989776581,0,3
6,bimodal,Task B ,1,2,0,-0.518197811,3,2,158.9212406,4,-2.307747272,3,2.52E-14,6.09E-06,0.999999996,0.999999996,1,3
6,bimodal,Task B ,1,1,0,1.133094196,1,2,248.955462,5,-1.230779319,1,3.30E-09,1.27E-05,0.999740859,0.999740859,1,4
6,bimodal,Task B ,1,2,1,-0.178217548,2,1,279.701386,6,-0.279745483,2,0.000270407,2.58E-05,0.087067223,0.912932777,0,3
7,bimodal,Task B ,1,1,0,1.61195903,1,2,212.9195823,1,-3.018802769,1,1.65E-25,1.22E-06,1,1,1,4
7,bimodal,Task B ,2,2,0,-0.580152198,4,1,328.7749526,2,-0.322086802,4,6.98E-05,2.37E-05,0.253333724,0.746666276,1,6
7,bimodal,Task B ,1,4,1,0.095898575,2,1,163.2155256,3,-0.35609465,2,0.000239015,2.56E-05,0.096712848,0.903287152,0,1
7,bimodal,Task B ,2,4,1,-0.666565821,3,2,344.4671949,4,0.362492821,3,3.96E-05,2.29E-05,0.366157523,0.633842477,1,8
7,bimodal,Task B ,1,1,1,-0.042966008,3,1,336.4954016,5,0.612414083,3,8.60E-05,2.40E-05,0.218145049,0.781854951,0,4
7,bimodal,Task B ,1,1,1,-0.215735695,2,1,42.97623963,6,0.767910191,2,2.91E-05,2.24E-05,0.435567304,0.564432696,0,4
8,bimodal,Task B ,1,4,0,-0.449700519,3,2,91.31290871,1,-1.042304699,3,1.93E-06,1.89E-05,0.907478013,0.907478013,1,1
8,bimodal,Task B ,1,4,1,-0.030883905,4,1,323.0402331,2,-0.360255827,4,0.000245731,2.56E-05,0.09446687,0.90553313,0,1
8,bimodal,Task B ,1,4,0,0.34778614,2,2,303.8025004,3,0.008649356,2,0.000252495,2.57E-05,0.092311783,0.907688217,1,1
8,bimodal,Task B ,1,4,1,0.02072132,2,1,110.4716249,4,0.276229984,2,0.000305702,2.60E-05,0.078348668,0.921651332,0,1
8,bimodal,Task B ,1,4,1,0.114046874,4,1,246.2738586,5,-0.007653453,4,0.000399805,2.64E-05,0.062001397,0.937998603,1,1
8,bimodal,Task B ,1,4,1,-0.152257492,4,1,102.7533147,6,-0.249930751,4,0.000299061,2.60E-05,0.079848544,0.920151456,0,1
9,bimodal,Task B ,1,3,1,-0.317622171,4,1,320.8954723,1,0.106262653,4,0.00026986,2.58E-05,0.087218181,0.912781819,1,2
9,bimodal,Task B ,2,1,0,0.363942661,4,1,276.247521,2,-0.012021899,4,0.000240522,2.56E-05,0.096199256,0.903800744,1,5
9,bimodal,Task B ,1,3,1,0.134794614,4,1,280.5761659,3,-0.39920485,4,0.000200427,2.53E-05,0.11212426,0.88787574,0,2
9,bimodal,Task B ,1,2,1,-0.312694698,2,1,295.3179729,4,0.04459802,2,0.00028444,2.59E-05,0.083369897,0.916630103,1,3
9,bimodal,Task B ,1,3,0,-0.195406203,1,2,158.4938456,5,0.411602963,1,0.000177956,2.51E-05,0.123711723,0.876288277,0,2
9,bimodal,Task B ,2,2,0,0.45119491,4,1,297.8889254,6,-0.245602464,4,0.000138648,2.47E-05,0.15138988,0.84861012,1,6
10,bimodal,Task B ,1,3,1,0.144757265,4,1,254.5978913,1,-0.01046421,4,0.000386191,2.64E-05,0.063917395,0.936082605,1,2
10,bimodal,Task B ,1,2,0,-0.203776005,1,2,239.9605035,2,0.394900186,1,0.000185882,2.52E-05,0.119350685,0.880649315,0,3
10,bimodal,Task B ,1,1,1,0.09045943,1,1,279.8484003,3,-0.495093644,1,0.000145927,2.48E-05,0.145329398,0.854670602,0,4
10,bimodal,Task B ,1,2,0,-0.30708132,1,2,307.1991956,4,-2.495377858,1,1.15E-15,5.02E-06,1,1,1,3
10,bimodal,Task B ,1,2,1,0.577766557,2,1,75.02243662,5,-0.2256817,2,8.35E-05,2.40E-05,0.223034853,0.776965147,1,3
10,bimodal,Task B ,1,2,1,-0.149890409,3,1,41.68768408,6,0.382915942,3,0.000208756,2.54E-05,0.108380135,0.891619865,0,3
1,bimodal,Task B ,1,2,0,-0.616380025,1,2,136.1896622,1,-0.210110814,1,7.51E-05,2.38E-05,0.240772759,0.759227241,1,3
1,bimodal,Task B ,2,2,0,0.289563411,1,1,113.596907,2,0.264800929,1,0.000219137,2.55E-05,0.104061391,0.895938609,1,6
1,bimodal,Task B ,1,3,1,0.036078363,4,1,130.5037999,3,-0.16662054,4,0.000375446,2.63E-05,0.065518593,0.934481407,0,2
1,bimodal,Task B ,2,2,1,-1.410814997,4,2,259.4462786,4,-1.347708951,4,5.55E-11,9.85E-06,0.999994366,0.999994366,0,6
1,bimodal,Task B ,1,3,1,0.172812263,3,1,116.1588612,5,-0.103146737,3,0.000355879,2.62E-05,0.068658528,0.931341472,1,2
1,bimodal,Task B ,1,2,0,0.303756923,4,2,63.73385358,6,0.993397816,4,4.38E-06,1.99E-05,0.819956538,0.819956538,1,3
2,bimodal,Task B ,1,2,1,0.250691844,2,1,262.1869047,1,-0.145660555,2,0.000295824,2.59E-05,0.080601354,0.919398646,1,3
2,bimodal,Task B ,1,2,0,0.607896656,3,2,300.6808123,2,-2.391313567,3,3.00E-15,5.33E-06,0.999999999,0.999999999,1,3
2,bimodal,Task B ,1,3,0,0.321389326,4,2,79.38530242,3,-1.719319531,4,1.06E-09,1.18E-05,0.999910792,0.999910792,1,2
2,bimodal,Task B ,2,1,1,-0.770878817,3,2,229.7373493,4,0.614273172,3,7.54E-06,2.06E-05,0.732278804,0.732278804,0,5
2,bimodal,Task B ,1,2,0,-0.427065484,2,2,188.8431139,5,1.034470439,2,2.19E-06,1.91E-05,0.897002488,0.897002488,1,3
2,bimodal,Task B ,1,3,1,-0.337993018,2,1,146.5650979,6,0.378583187,2,0.000145914,2.48E-05,0.14533987,0.85466013,0,2
3,bimodal,Task B ,2,1,0,0.093692614,2,1,232.8889688,1,-0.332759176,2,0.000256201,2.57E-05,0.091173383,0.908826617,0,5
3,bimodal,Task B ,2,2,1,1.794547823,1,2,16.35971935,2,0.911644338,1,1.80E-11,9.18E-06,0.999998039,0.999998039,0,6
3,bimodal,Task B ,2,4,1,-1.677699788,3,2,256.490446,3,-1.30852787,3,2.84E-12,8.18E-06,0.999999652,0.999999652,0,8
3,bimodal,Task B ,2,3,1,1.189919793,1,2,201.2034817,4,0.669570023,1,1.68E-07,1.63E-05,0.989784452,0.989784452,0,7
3,bimodal,Task B ,1,2,1,0.150417048,1,1,328.0050939,5,-0.471145378,1,0.000151064,2.49E-05,0.1413471,0.8586529,0,3
3,bimodal,Task B ,1,3,1,0.883255177,2,1,84.59573509,6,-0.36894137,2,9.01E-06,2.09E-05,0.6981686,0.6981686,0,2
4,bimodal,Task B ,1,3,1,0.396562869,1,1,356.6087475,1,-0.003210671,1,0.000216745,2.54E-05,0.105024525,0.894975475,1,2
4,bimodal,Task B ,2,4,0,-0.718517986,4,1,325.1565431,2,0.58686048,4,1.19E-05,2.12E-05,0.639771926,0.639771926,0,8
4,bimodal,Task B ,1,1,1,0.005093684,1,1,223.3940557,3,0.204104233,1,0.000354986,2.62E-05,0.068809316,0.931190684,0,4
4,bimodal,Task B ,1,1,0,-1.39089521,1,2,309.9877119,4,-0.006859427,1,1.47E-07,1.61E-05,0.990956234,0.990956234,0,4
4,bimodal,Task B ,1,3,1,-0.164011765,1,1,198.803798,5,-0.41569282,1,0.000185279,2.52E-05,0.11967119,0.88032881,0,2
4,bimodal,Task B ,1,3,1,0.330534826,4,1,176.3321058,6,0.2102695,4,0.000219691,2.55E-05,0.103840675,0.896159325,1,2
5,bimodal,Task B ,1,2,1,-0.130596511,2,1,30.11575583,1,-0.256207683,2,0.00030239,2.60E-05,0.079089312,0.920910688,0,3
5,bimodal,Task B ,1,4,1,-0.096295675,2,1,215.8396646,2,0.17984383,2,0.000357127,2.62E-05,0.068449019,0.931550981,0,1
5,bimodal,Task B ,2,4,1,-1.71722745,4,2,201.5770564,3,2.211092855,4,2.35E-18,3.41E-06,1,1,1,8
5,bimodal,Task B ,2,4,1,-1.887423141,3,2,199.3790941,4,1.234358393,3,2.78E-13,7.07E-06,0.999999961,0.999999961,0,8
5,bimodal,Task B ,2,4,1,-1.888392719,3,2,160.754297,5,1.396168739,3,4.53E-14,6.32E-06,0.999999993,0.999999993,0,8
5,bimodal,Task B ,2,4,1,-1.529606207,3,2,92.53839315,6,-1.326155027,3,1.67E-11,9.14E-06,0.999998174,0.999998174,0,8
6,bimodal,Task B ,1,2,0,-0.282585991,4,2,54.40547675,1,0.896424014,4,1.03E-05,2.10E-05,0.67158017,0.67158017,1,3
6,bimodal,Task B ,2,2,1,-1.313864767,1,2,169.9950546,2,0.123855328,1,3.26E-07,1.69E-05,0.981125089,0.981125089,0,6
6,bimodal,Task B ,2,2,0,-0.13350597,3,1,72.70674406,3,0.235651931,3,0.000312888,2.60E-05,0.07679008,0.92320992,0,6
6,bimodal,Task B ,1,2,1,-0.042928121,4,1,17.003493,4,-0.632780913,4,7.84E-05,2.39E-05,0.233401036,0.766598964,0,3
6,bimodal,Task B ,2,2,1,1.024102498,2,2,133.3267739,5,0.633340866,2,9.48E-07,1.81E-05,0.950258051,0.950258051,0,6
6,bimodal,Task B ,1,1,0,0.03598242,2,2,44.14971842,6,0.20054364,2,0.000354768,2.62E-05,0.068846207,0.931153793,0,4
7,bimodal,Task B ,2,4,0,-0.110126442,4,1,215.2857014,1,0.049778444,4,0.000401185,2.64E-05,0.061813868,0.938186132,1,8
7,bimodal,Task B ,1,4,1,0.2042149,4,1,171.5309398,2,-0.517917296,4,0.000114568,2.44E-05,0.175824302,0.824175698,0,1
7,bimodal,Task B ,1,1,1,0.279577499,3,1,291.8302159,3,0.352099705,3,0.000178655,2.51E-05,0.12331385,0.87668615,0,4
7,bimodal,Task B ,2,1,1,-1.708623419,2,2,289.0167856,4,1.22600649,2,4.33E-12,8.40E-06,0.999999484,0.999999484,0,5
7,bimodal,Task B ,2,1,1,3.258516569,4,2,89.95326563,5,-2.170905229,4,6.08E-32,4.82E-07,1,1,0,5
7,bimodal,Task B ,1,4,0,-0.874301038,4,2,32.74843488,6,-0.173113461,4,1.63E-05,2.16E-05,0.56979656,0.56979656,0,1
8,bimodal,Task B ,1,4,1,-0.463894688,1,1,301.3823595,1,-0.126043586,1,0.000166232,2.50E-05,0.130806146,0.869193854,1,1
8,bimodal,Task B ,1,4,0,-0.618715749,3,2,305.6013408,2,0.791436829,3,6.28E-06,2.04E-05,0.764465156,0.764465156,1,1
8,bimodal,Task B ,2,1,1,0.990958198,1,2,270.27201,3,1.705094571,1,3.15E-11,9.51E-06,0.999996688,0.999996688,1,5
8,bimodal,Task B ,1,4,1,-0.230960544,3,1,90.14859725,4,0.635126205,3,6.22E-05,2.35E-05,0.274472545,0.725527455,0,1
8,bimodal,Task B ,2,4,1,-1.461786492,3,2,40.89725869,5,-0.471246468,3,2.51E-08,1.44E-05,0.998264055,0.998264055,0,8
8,bimodal,Task B ,2,4,1,2.607008689,2,2,319.9758239,6,3.146366277,2,1.42E-34,3.30E-07,1,1,1,8
9,bimodal,Task B ,2,4,1,-0.020642875,4,2,211.4038244,1,0.260296145,4,0.00031762,2.60E-05,0.075798471,0.924201529,0,8
9,bimodal,Task B ,1,1,0,2.491577708,3,2,347.8388176,2,-1.155324488,3,8.71E-18,3.70E-06,1,1,0,4
9,bimodal,Task B ,1,3,1,0.223266497,4,1,218.3418369,3,0.442514241,4,0.000148624,2.48E-05,0.14321018,0.85678982,0,2
9,bimodal,Task B ,2,2,0,0.353935456,1,1,294.4161414,4,0.191979092,1,0.000211848,2.54E-05,0.107055615,0.892944385,1,6
9,bimodal,Task B ,1,1,1,0.395164118,2,1,355.7767967,5,-0.271465284,2,0.000160028,2.50E-05,0.13491438,0.86508562,1,4
9,bimodal,Task B ,2,1,1,2.584872008,1,2,210.2035503,6,0.658594939,1,5.33E-17,4.14E-06,1,1,0,5
10,bimodal,Task B ,2,2,1,0.600019687,3,2,176.3070961,1,0.044210445,3,9.17E-05,2.41E-05,0.208160588,0.791839412,1,6
10,bimodal,Task B ,1,1,0,-1.672346328,1,2,274.799379,2,3.719268038,1,1.74E-34,3.35E-07,1,1,1,4
10,bimodal,Task B ,2,1,1,0.350790885,1,2,140.9298272,3,2.230713368,1,1.84E-13,6.89E-06,0.999999973,0.999999973,1,5
10,bimodal,Task B ,1,2,1,-0.2463588,2,1,192.112796,4,0.105282651,2,0.000318075,2.61E-05,0.075704425,0.924295575,1,3
10,bimodal,Task B ,1,2,1,0.17016812,4,1,134.3362567,5,-0.440929057,4,0.000165087,2.50E-05,0.131544923,0.868455077,0,3
10,bimodal,Task B ,1,2,0,0.396624394,4,2,158.35609,6,0.390597976,4,0.00011331,2.44E-05,0.177329767,0.822670233,1,3
1,bimodal,Task B ,1,3,1,-0.258184076,4,1,39.73432421,1,0.066365139,4,0.000319485,2.61E-05,0.075414874,0.924585126,1,2
1,bimodal,Task B ,1,2,1,-0.306234531,1,1,121.1563588,2,-0.143611324,1,0.000267805,2.58E-05,0.08779039,0.91220961,1,3
1,bimodal,Task B ,1,4,1,0.201048814,4,1,130.2472846,3,-0.38532745,4,0.000190703,2.52E-05,0.116850818,0.883149182,0,1
1,bimodal,Task B ,2,4,1,2.418482353,4,2,60.40124572,4,-1.00225656,4,1.56E-16,4.43E-06,1,1,0,8
1,bimodal,Task B ,2,2,0,-0.087836349,1,1,146.1136045,5,0.160166242,1,0.000369674,2.63E-05,0.066413552,0.933586448,0,6
1,bimodal,Task B ,2,2,1,-0.829019877,4,2,202.6886087,6,-0.838711059,4,1.32E-06,1.85E-05,0.933457356,0.933457356,1,6
2,bimodal,Task B ,2,3,1,-1.395536286,4,2,0.80870702,1,-1.174765052,4,4.17E-10,1.12E-05,0.999962679,0.999962679,0,7
2,bimodal,Task B ,1,2,0,-0.173610792,2,2,109.7062598,2,0.219515555,2,0.00030729,2.60E-05,0.077998547,0.922001453,0,3
2,bimodal,Task B ,1,2,0,0.131033945,2,2,53.54954622,3,1.148335463,2,1.48E-06,1.86E-05,0.92627801,0.92627801,1,3
2,bimodal,Task B ,2,1,1,0.867937952,1,2,34.72980433,4,-0.975776875,1,3.24E-07,1.69E-05,0.981229533,0.981229533,1,5
2,bimodal,Task B ,1,2,1,-0.028066855,1,1,225.8683829,5,-0.128985468,1,0.000395376,2.64E-05,0.062611537,0.937388463,0,3
2,bimodal,Task B ,1,2,1,-0.584745706,3,1,67.23364681,6,0.142985073,3,9.66E-05,2.42E-05,0.200199226,0.799800774,1,3
3,bimodal,Task B ,1,3,1,-0.076352905,3,1,222.4535522,1,0.375843539,3,0.000228033,2.55E-05,0.100634354,0.899365646,0,2
3,bimodal,Task B ,1,3,1,-0.060100151,1,1,271.3721071,2,-0.236141306,1,0.000332178,2.61E-05,0.072907238,0.927092762,0,2
3,bimodal,Task B ,1,1,0,0.261097778,1,2,40.79470548,3,-0.836278675,1,1.66E-05,2.17E-05,0.56549494,0.56549494,1,4
3,bimodal,Task B ,1,1,1,-0.175221903,4,1,17.71052509,4,0.214508189,4,0.000309441,2.60E-05,0.077529712,0.922470288,0,4
3,bimodal,Task B ,1,3,1,-0.13078649,4,1,43.15386807,5,0.470589699,4,0.000155347,2.49E-05,0.13819533,0.86180467,0,2
3,bimodal,Task B ,1,3,1,-0.032199828,1,1,301.476839,6,0.529095461,1,0.000129044,2.46E-05,0.160239886,0.839760114,0,2
4,bimodal,Task B ,2,4,1,1.074102303,4,2,177.1283824,1,-2.747074468,4,5.05E-20,2.68E-06,1,1,1,8
4,bimodal,Task B ,1,3,1,0.540066766,4,1,103.0328587,2,-0.070199172,4,0.000120758,2.45E-05,0.168790069,0.831209931,1,2
4,bimodal,Task B ,1,1,1,-0.34746202,3,1,95.36247646,3,0.045486624,3,0.000258922,2.57E-05,0.090356236,0.909643764,1,4
4,bimodal,Task B ,1,1,1,0.265251677,1,1,185.6778497,4,-0.020780824,1,0.000312381,2.60E-05,0.076897901,0.923102099,1,4
4,bimodal,Task B ,1,1,0,-0.185929057,1,2,329.3507928,5,-0.908664,1,1.15E-05,2.12E-05,0.648369779,0.648369779,1,4
4,bimodal,Task B ,2,3,1,0.318765215,2,2,193.3568612,6,-1.998016192,2,1.35E-11,9.02E-06,0.999998507,0.999998507,1,7
5,bimodal,Task B ,2,2,0,-0.016665568,2,1,66.12991618,1,0.231065573,2,0.000337727,2.61E-05,0.071864242,0.928135758,0,6
5,bimodal,Task B ,1,1,1,-0.141222055,2,1,300.0079689,2,-0.053166199,2,0.000388823,2.64E-05,0.063537505,0.936462495,1,4
5,bimodal,Task B ,1,2,1,-0.152759083,3,1,26.63291165,3,0.235052593,3,0.000306456,2.60E-05,0.078182134,0.921817866,0,3
5,bimodal,Task B ,1,4,0,-0.124229037,1,2,149.4013898,4,1.617076843,1,6.32E-09,1.32E-05,0.999523031,0.999523031,1,1
5,bimodal,Task B ,1,4,1,0.099899077,4,1,169.70784,5,-0.183695065,4,0.000352126,2.62E-05,0.069296861,0.930703139,0,1
5,bimodal,Task B ,2,4,1,-0.188470843,3,2,170.2980927,6,1.115592018,3,1.91E-06,1.89E-05,0.908410085,0.908410085,1,8
6,bimodal,Task B ,1,2,1,-0.141545792,4,1,242.1630426,1,-0.738657355,4,3.96E-05,2.29E-05,0.36603799,0.63396201,0,3
6,bimodal,Task B ,1,1,0,1.402118949,4,2,300.5517252,2,-0.250002664,4,8.71E-08,1.56E-05,0.994445808,0.994445808,0,4
6,bimodal,Task B ,1,2,1,-0.74799311,3,1,277.3474136,3,0.026818903,3,4.29E-05,2.30E-05,0.348720263,0.651279737,1,3
6,bimodal,Task B ,1,2,0,-0.259894058,2,2,268.7448071,4,0.049076617,2,0.000321093,2.61E-05,0.075087313,0.924912687,1,3
6,bimodal,Task B ,2,2,1,0.217264533,4,2,115.4383767,5,-1.660492535,4,3.10E-09,1.27E-05,0.999755306,0.999755306,1,6
6,bimodal,Task B ,2,2,1,-0.869729321,4,2,264.0551849,6,-2.085187936,4,2.09E-13,6.95E-06,0.99999997,0.99999997,1,6
7,bimodal,Task B ,2,4,1,-0.502361913,4,2,192.5674463,1,0.76143263,4,1.31E-05,2.13E-05,0.620110862,0.620110862,1,8
7,bimodal,Task B ,1,4,1,-0.113052935,3,1,270.2720626,2,0.577550119,3,9.83E-05,2.42E-05,0.197560391,0.802439609,0,1
7,bimodal,Task B ,1,1,0,-0.300232217,1,2,190.185112,3,0.219384989,1,0.00024103,2.56E-05,0.096027523,0.903972477,1,4
7,bimodal,Task B ,1,1,1,0.68375044,3,1,264.6835973,4,0.08840765,3,5.70E-05,2.34E-05,0.291063599,0.708936401,1,4
7,bimodal,Task B ,1,4,1,0.376861715,4,1,144.1166341,5,-0.195471293,4,0.000197123,2.53E-05,0.11368513,0.88631487,1,1
7,bimodal,Task B ,1,1,1,-0.043199807,1,1,108.0431475,6,0.309432928,1,0.000280682,2.58E-05,0.084327737,0.915672263,0,4
8,bimodal,Task B ,1,4,1,-0.801561704,1,1,255.3654731,1,-0.544232522,1,8.82E-06,2.08E-05,0.70253567,0.70253567,0,1
8,bimodal,Task B ,1,4,1,-0.152796286,3,1,232.9716327,2,0.170267108,3,0.000342612,2.62E-05,0.070971468,0.929028532,0,1
8,bimodal,Task B ,2,4,1,-1.93460181,2,2,127.3249961,3,-1.969494167,2,6.56E-18,3.63E-06,1,1,1,8
8,bimodal,Task B ,2,4,1,-1.420653256,4,2,30.54440072,4,-1.926033521,4,1.68E-14,5.94E-06,0.999999997,0.999999997,1,8
8,bimodal,Task B ,1,4,0,-0.242374478,2,2,345.5888479,5,0.79453425,2,2.32E-05,2.21E-05,0.488015148,0.511984852,0,1
8,bimodal,Task B ,1,4,1,-0.363125965,1,1,55.77622122,6,-0.195148583,1,0.00021309,2.54E-05,0.106532523,0.893467477,1,1
9,bimodal,Task B ,1,3,0,-0.939241159,4,2,167.3188373,1,0.37316636,4,6.30E-06,2.04E-05,0.764011913,0.764011913,0,2
9,bimodal,Task B ,2,2,0,-0.029554931,1,1,15.93984696,2,-0.379104439,1,0.000231804,2.55E-05,0.099250996,0.900749004,0,6
9,bimodal,Task B ,1,1,1,-0.424217043,1,1,222.047026,3,-0.566814441,1,5.32E-05,2.33E-05,0.304640568,0.695359432,0,4
9,bimodal,Task B ,2,4,1,1.307429816,4,2,331.0517942,4,1.424177496,4,6.21E-11,9.92E-06,0.999993743,0.999993743,1,8
9,bimodal,Task B ,2,3,1,-1.560466234,4,2,95.41432809,5,0.522674758,4,5.83E-09,1.32E-05,0.999557988,0.999557988,0,7
9,bimodal,Task B ,2,3,1,1.374687916,4,2,149.4043992,6,-1.882339529,4,5.07E-14,6.36E-06,0.999999992,0.999999992,1,7
10,bimodal,Task B ,2,2,1,0.986625906,4,2,211.0674765,1,0.686718092,4,9.64E-07,1.81E-05,0.949515411,0.949515411,0,6
10,bimodal,Task B ,1,2,1,0.284468021,3,1,104.9971423,2,-0.180840176,3,0.000261128,2.57E-05,0.089704493,0.910295507,1,3
10,bimodal,Task B ,1,1,0,-0.315887254,1,2,229.2934629,3,1.193723207,1,6.86E-07,1.77E-05,0.962806767,0.962806767,1,4
10,bimodal,Task B ,1,2,1,-0.226609616,1,1,182.4452856,4,0.042640482,1,0.000343762,2.62E-05,0.070764532,0.929235468,1,3
10,bimodal,Task B ,1,1,1,-0.114678236,1,1,88.74679557,5,0.042844073,1,0.000400686,2.64E-05,0.061881529,0.938118471,1,4
10,bimodal,Task B ,1,1,1,0.374038584,2,1,74.70265412,6,-0.452158039,2,9.89E-05,2.42E-05,0.196735199,0.803264801,0,4
1,bimodal,Task B ,2,4,1,2.874449614,3,2,33.08993825,1,1.57907902,3,1.23E-23,1.59E-06,1,1,0,8
1,bimodal,Task B ,1,2,1,0.705477676,2,1,338.1207761,2,-0.080284063,2,5.06E-05,2.32E-05,0.314546605,0.685453395,1,3
1,bimodal,Task B ,1,3,1,0.459146658,4,1,352.0100456,3,0.438022795,4,7.66E-05,2.38E-05,0.23731363,0.76268637,1,2
1,bimodal,Task B ,1,3,1,-0.151850286,2,1,165.2214033,4,-0.055997446,2,0.000383532,2.64E-05,0.064306112,0.935693888,1,2
1,bimodal,Task B ,1,3,0,-1.462840435,2,2,339.3394909,5,-0.003923805,2,6.29E-08,1.53E-05,0.99589946,0.99589946,0,2
1,bimodal,Task B ,1,2,1,-0.587632499,2,1,160.4495944,6,0.099312157,2,9.97E-05,2.42E-05,0.195550656,0.804449344,1,3
2,bimodal,Task B ,2,2,0,0.168318664,3,1,292.9287442,1,0.310489089,3,0.000248268,2.57E-05,0.093646413,0.906353587,0,6
2,bimodal,Task B ,2,1,1,0.32775136,2,2,263.4368388,2,1.644070729,2,2.91E-09,1.26E-05,0.999769369,0.999769369,1,5
2,bimodal,Task B ,1,2,1,-0.451497273,3,1,185.6956285,3,0.319480339,3,0.000120439,2.45E-05,0.169138178,0.830861822,1,3
2,bimodal,Task B ,1,2,0,-0.17098714,1,2,246.4913397,4,1.924586548,1,6.01E-11,9.90E-06,0.999993932,0.999993932,1,3
2,bimodal,Task B ,2,3,1,0.666452485,4,2,330.8408476,5,-0.471810333,4,2.55E-05,2.23E-05,0.465613939,0.534386061,1,7
2,bimodal,Task B ,2,3,0,-0.419135374,4,1,60.05952296,6,0.222244581,4,0.000169024,2.50E-05,0.12904098,0.87095902,1,7
3,bimodal,Task B ,1,4,1,0.244743299,4,1,182.6956506,1,-0.058315513,4,0.000322633,2.61E-05,0.074776349,0.925223651,1,1
3,bimodal,Task B ,1,4,1,-0.021272412,4,1,3.126628543,2,0.026877771,4,0.000422566,2.65E-05,0.059050322,0.940949678,0,1
3,bimodal,Task B ,1,3,1,-0.186002121,3,1,318.0161132,3,0.566387566,3,9.51E-05,2.42E-05,0.202524759,0.797475241,0,2
3,bimodal,Task B ,1,2,0,0.866187528,1,2,106.2473496,4,0.512245534,1,5.93E-06,2.03E-05,0.7739191,0.7739191,0,3
3,bimodal,Task B ,2,4,1,2.606470687,2,2,74.42415563,5,-2.015748968,2,7.65E-24,1.55E-06,1,1,0,8
3,bimodal,Task B ,2,1,0,-0.171364446,2,1,84.72892871,6,-0.171400336,2,0.000335182,2.61E-05,0.072338784,0.927661216,0,5
4,bimodal,Task B ,1,1,1,-0.562314983,2,1,123.4026363,1,-0.197053032,2,9.97E-05,2.42E-05,0.195444464,0.804555536,1,4
4,bimodal,Task B ,2,4,1,1.204220394,4,2,118.7256165,2,1.709067348,4,4.21E-12,8.38E-06,0.999999497,0.999999497,1,8
4,bimodal,Task B ,2,4,1,-3.56283954,2,2,252.46876,3,-1.007657385,2,8.99E-29,7.61E-07,1,1,0,8
4,bimodal,Task B ,1,1,1,0.048362989,2,1,192.4391032,4,0.290108798,2,0.000292959,2.59E-05,0.081279982,0.918720018,0,4
4,bimodal,Task B ,2,2,1,2.097020842,2,2,226.7875205,5,-0.515159796,2,1.48E-12,7.85E-06,0.999999812,0.999999812,0,6
4,bimodal,Task B ,2,1,1,-2.375462696,2,2,138.2925137,6,-0.173972176,2,2.79E-14,6.13E-06,0.999999995,0.999999995,0,5
5,bimodal,Task B ,1,2,0,-0.696813082,1,2,307.7688275,1,-2.566745598,1,5.02E-17,4.13E-06,1,1,1,3
5,bimodal,Task B ,2,4,1,-2.116453998,3,2,311.0946127,2,-3.213013813,3,4.82E-31,5.49E-07,1,1,1,8
