subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_phase,block_number,stim_frequency,stim_reliability_level,r
3,grate,Task B ,1,1,1,-0.52081332,0.135,1,300.7610995,0,0,4,4
3,grate,Task B ,2,4,1,0.719763169,0.135,2,50.80803873,0,0,4,8
3,grate,Task B ,2,1,1,-2.067184867,0.033,2,116.7875259,0,0,1,5
3,grate,Task B ,2,1,0,0.153233847,0.033,1,171.4614563,0,0,1,5
4,grate,Task B ,1,1,0,0.832398047,0.033,2,313.8627419,0,0,1,4
4,grate,Task B ,1,1,0,0.469705715,0.033,2,195.0558413,0,0,1,4
4,grate,Task B ,2,4,1,-1.800157542,0.067,2,117.3571876,0,0,3,8
4,grate,Task B ,2,4,0,-0.383378816,0.067,1,321.0687085,0,0,3,8
4,grate,Task B ,1,1,0,-0.350448339,0.033,2,72.13212731,0,0,1,4
4,grate,Task B ,2,3,1,-0.327796271,0.135,2,42.88052006,0,0,4,7
5,grate,Task B ,1,4,1,0.157170003,0.067,1,28.42159154,0,0,3,1
5,grate,Task B ,1,1,1,0.58821081,0.033,1,211.2873798,0,0,1,4
5,grate,Task B ,2,4,0,-0.482430419,0.067,1,161.7738357,0,0,3,8
5,grate,Task B ,2,4,0,-0.084007689,0.135,1,312.8950709,0,0,4,8
5,grate,Task B ,2,4,1,0.823046913,0.135,2,168.7337743,0,0,4,8
5,grate,Task B ,1,4,0,0.222104048,0.135,2,289.5577823,0,0,4,1
6,grate,Task B ,2,1,0,-0.714435937,0.067,1,84.3620156,0,0,3,5
6,grate,Task B ,1,3,0,0.219510935,0.033,2,120.8205484,0,0,1,2
6,grate,Task B ,1,3,1,0.128911206,0.067,1,300.1114902,0,0,3,2
6,grate,Task B ,1,3,1,-0.163267351,0.135,1,204.1660363,0,0,4,2
6,grate,Task B ,1,2,1,-0.257919465,0.05,1,341.3132697,0,0,2,3
6,grate,Task B ,1,1,0,1.997110724,0.033,2,218.4523806,0,0,1,4
7,grate,Task B ,1,1,1,0.596228763,0.033,1,133.773329,0,0,1,4
7,grate,Task B ,2,4,1,-2.442913059,0.135,2,187.8739025,0,0,4,8
7,grate,Task B ,1,4,0,1.188835256,0.135,2,7.488997605,0,0,4,1
7,grate,Task B ,2,4,0,0.362051138,0.135,1,102.7749666,0,0,4,8
7,grate,Task B ,1,4,1,0.110292769,0.05,1,100.1454507,0,0,2,1
7,grate,Task B ,2,4,1,2.639028503,0.135,2,35.15520394,0,0,4,8
8,grate,Task B ,1,1,0,0.156696302,0.033,2,54.48244972,0,0,1,4
8,grate,Task B ,2,4,0,-0.382537585,0.135,1,26.34424343,0,0,4,8
8,grate,Task B ,2,4,1,2.730342925,0.135,2,52.82937246,0,0,4,8
8,grate,Task B ,1,4,1,0.457941032,0.135,1,75.21641951,0,0,4,1
8,grate,Task B ,2,4,1,-0.303885487,0.067,2,89.29837773,0,0,3,8
8,grate,Task B ,1,1,0,-1.593126448,0.05,2,236.8582491,0,0,2,4
9,grate,Task B ,1,4,1,0.145469979,0.135,1,124.3716178,0,0,4,1
9,grate,Task B ,1,4,1,-0.266621925,0.067,1,356.484546,0,0,3,1
9,grate,Task B ,1,1,1,0.105879952,0.067,1,203.1920176,0,0,3,4
9,grate,Task B ,1,1,1,-0.134011802,0.067,1,278.9085641,0,0,3,4
9,grate,Task B ,1,3,0,-0.830963262,0.067,2,314.9095941,0,0,3,2
9,grate,Task B ,1,1,1,-0.121259066,0.033,1,309.455699,0,0,1,4
10,grate,Task B ,1,2,1,-0.005708939,0.033,1,265.1883175,0,0,1,3
10,grate,Task B ,1,1,0,3.815714275,0.033,2,159.9523402,0,0,1,4
10,grate,Task B ,1,1,1,-0.103908025,0.067,1,238.0341402,0,0,3,4
10,grate,Task B ,1,1,1,0.311987441,0.033,1,157.4090258,0,0,1,4
10,grate,Task B ,1,2,0,0.396744389,0.135,2,184.6280051,0,0,4,3
10,grate,Task B ,1,1,1,0.497797547,0.067,1,217.3335759,0,0,3,4
1,grate,Task B ,2,4,1,1.53695275,0.135,2,321.2853134,0,0,4,8
1,grate,Task B ,1,4,0,-0.246205163,0.067,2,9.259598362,0,0,3,1
1,grate,Task B ,1,2,1,-0.348229342,0.05,1,148.6340035,0,0,2,3
1,grate,Task B ,1,2,1,-0.047077898,0.067,1,67.08546042,0,0,3,3
1,grate,Task B ,1,2,0,-0.173560472,0.067,2,332.5905765,0,0,3,3
1,grate,Task B ,1,3,1,0.361623933,0.135,1,15.12955341,0,0,4,2
2,grate,Task B ,1,1,0,1.925384119,0.033,2,282.8114483,0,0,1,4
2,grate,Task B ,1,3,1,0.086990617,0.135,1,286.2461497,0,0,4,2
2,grate,Task B ,2,1,0,-0.763495101,0.05,1,31.15852593,0,0,2,5
2,grate,Task B ,2,2,1,-1.480565133,0.033,2,55.50006262,0,0,1,6
2,grate,Task B ,1,4,1,0.025727366,0.135,1,53.73448428,0,0,4,1
2,grate,Task B ,1,3,1,-0.15507973,0.135,1,351.7454141,0,0,4,2
3,grate,Task B ,2,2,1,0.420605062,0.05,2,85.06601932,0,0,2,6
3,grate,Task B ,2,2,0,-0.713287336,0.05,1,266.2036517,0,0,2,6
3,grate,Task B ,2,4,0,1.215415963,0.067,1,339.1055651,0,0,3,8
3,grate,Task B ,2,2,0,0.734385127,0.033,1,333.5687462,0,0,1,6
3,grate,Task B ,1,2,0,-0.951195544,0.05,2,180.3637041,0,0,2,3
3,grate,Task B ,2,1,0,0.379398782,0.033,1,274.1255028,0,0,1,5
4,grate,Task B ,1,1,0,1.53665285,0.067,2,215.8084973,0,0,3,4
4,grate,Task B ,1,3,0,0.672509581,0.067,2,3.874005935,0,0,3,2
4,grate,Task B ,2,4,1,0.629932544,0.067,2,122.2183737,0,0,3,8
4,grate,Task B ,2,3,1,0.043627689,0.067,2,350.9319681,0,0,3,7
4,grate,Task B ,1,3,0,-0.647311609,0.067,2,184.4960797,0,0,3,2
4,grate,Task B ,1,3,1,-0.390852164,0.067,1,190.3163078,0,0,3,2
5,grate,Task B ,1,1,1,0.266234568,0.05,1,221.9736406,0,0,2,4
5,grate,Task B ,1,3,0,0.409932989,0.05,2,7.291230558,0,0,2,2
5,grate,Task B ,2,4,1,-0.400213973,0.135,2,252.1956953,0,0,4,8
5,grate,Task B ,1,4,1,-0.086180314,0.135,1,21.45330327,0,0,4,1
5,grate,Task B ,1,3,1,-0.329572931,0.05,1,242.5068957,0,0,2,2
5,grate,Task B ,2,4,0,0.426115047,0.033,1,107.8118676,0,0,1,8
6,grate,Task B ,2,3,1,-2.003067001,0.135,2,149.8627437,0,0,4,7
6,grate,Task B ,2,3,1,-0.141249426,0.067,2,138.4870907,0,0,3,7
6,grate,Task B ,1,3,0,-0.003574646,0.033,2,73.67856855,0,0,1,2
6,grate,Task B ,1,2,0,-1.087663758,0.033,2,344.1723603,0,0,1,3
6,grate,Task B ,1,3,0,-1.071394005,0.05,2,19.96800665,0,0,2,2
6,grate,Task B ,1,3,1,0.205044224,0.067,1,154.8975379,0,0,3,2
7,grate,Task B ,1,2,0,0.183872896,0.135,2,294.7473229,0,0,4,3
7,grate,Task B ,2,4,0,-0.068177702,0.033,1,14.85978661,0,0,1,8
7,grate,Task B ,2,4,0,-0.401135022,0.067,1,156.5537064,0,0,3,8
7,grate,Task B ,1,1,1,0.185970491,0.067,1,161.5905393,0,0,3,4
7,grate,Task B ,1,4,1,-0.389285265,0.135,1,34.35764794,0,0,4,1
7,grate,Task B ,2,1,0,-0.075504473,0.05,1,226.3974277,0,0,2,5
8,grate,Task B ,1,1,0,-1.025468176,0.05,2,107.6540424,0,0,2,4
8,grate,Task B ,2,4,1,-0.593124195,0.135,2,132.7658072,0,0,4,8
8,grate,Task B ,2,2,0,-0.605067683,0.05,1,284.7597245,0,0,2,6
8,grate,Task B ,1,4,1,0.126129437,0.135,1,102.4005527,0,0,4,1
8,grate,Task B ,1,3,0,0.625504507,0.067,2,338.8742804,0,0,3,2
8,grate,Task B ,2,4,0,0.415549772,0.135,1,52.53619539,0,0,4,8
9,grate,Task B ,2,1,1,2.879004381,0.05,2,118.9227062,0,0,2,5
9,grate,Task B ,2,1,0,-0.09830785,0.05,1,152.7727174,0,0,2,5
9,grate,Task B ,1,1,0,-0.19251085,0.05,2,14.20094821,0,0,2,4
9,grate,Task B ,1,4,0,0.477943601,0.135,2,179.6550764,0,0,4,1
9,grate,Task B ,1,1,0,-0.566314286,0.05,2,253.3043156,0,0,2,4
9,grate,Task B ,1,1,1,0.20240236,0.05,1,257.423999,0,0,2,4
10,grate,Task B ,1,1,0,-1.810133877,0.033,2,314.8908155,0,0,1,4
10,grate,Task B ,1,1,0,-0.101053618,0.033,2,156.9381182,0,0,1,4
10,grate,Task B ,1,2,0,-0.140517519,0.135,2,181.8581958,0,0,4,3
10,grate,Task B ,1,1,1,0.110713261,0.05,1,279.3706117,0,0,2,4
10,grate,Task B ,1,1,0,0.206737773,0.05,2,94.11287774,0,0,2,4
10,grate,Task B ,1,1,0,-0.416465452,0.067,2,311.0907949,0,0,3,4
1,grate,Task B ,1,4,1,-0.144102116,0.067,1,128.8931377,0,0,3,1
1,grate,Task B ,1,1,1,-0.054768653,0.05,1,165.7748499,0,0,2,4
1,grate,Task B ,1,1,1,-0.201827949,0.05,1,189.6009449,0,0,2,4
1,grate,Task B ,1,3,1,-0.198472332,0.067,1,47.55900366,0,0,3,2
1,grate,Task B ,1,2,0,-0.770107702,0.05,2,15.56184664,0,0,2,3
1,grate,Task B ,1,2,1,0.498950429,0.033,1,117.5011953,0,0,1,3
2,grate,Task B ,2,1,1,1.250350918,0.135,2,238.7791134,0,0,4,5
2,grate,Task B ,1,4,0,1.056373522,0.135,2,258.7164811,0,0,4,1
2,grate,Task B ,1,2,0,1.992428728,0.067,2,174.5130005,0,0,3,3
2,grate,Task B ,2,2,0,-0.067648817,0.05,1,44.96250447,0,0,2,6
2,grate,Task B ,2,4,1,2.272297197,0.135,2,13.45306011,0,0,4,8
2,grate,Task B ,2,3,1,-0.734601988,0.135,2,53.90948818,0,0,4,7
3,grate,Task B ,1,2,1,-0.055765275,0.033,1,40.37065469,0,0,1,3
3,grate,Task B ,2,1,0,-0.184615592,0.033,1,92.8441315,0,0,1,5
3,grate,Task B ,2,2,0,-0.255017326,0.067,1,153.0672989,0,0,3,6
3,grate,Task B ,1,4,1,-0.218600217,0.067,1,28.32319975,0,0,3,1
3,grate,Task B ,2,1,1,0.842560953,0.033,2,118.5233654,0,0,1,5
3,grate,Task B ,1,3,1,0.004624616,0.135,1,20.05023495,0,0,4,2
4,grate,Task B ,1,3,0,-0.781121726,0.067,2,5.060532052,0,0,3,2
4,grate,Task B ,2,4,1,-1.928843241,0.067,2,289.8069235,0,0,3,8
4,grate,Task B ,1,4,1,-0.040299742,0.067,1,275.9589608,0,0,3,1
4,grate,Task B ,1,1,0,-0.767304151,0.033,2,331.7282305,0,0,1,4
4,grate,Task B ,1,2,0,-1.197205536,0.067,2,148.0687382,0,0,3,3
4,grate,Task B ,2,4,1,-1.558479438,0.135,2,98.14265886,0,0,4,8
5,grate,Task B ,1,3,0,1.174149521,0.033,2,198.2980133,0,0,1,2
