subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_phase,block_number,stim_frequency,stim_reliability_level,r
7,bimodal,Task B ,1,1,1,0.175535501,2,1,202.6582766,3,0.127409716,2,4
7,bimodal,Task B ,1,1,1,0.349863187,3,1,279.0837948,4,-0.152533946,3,4
7,bimodal,Task B ,1,1,1,-0.418187692,1,1,233.9011789,5,-0.714285102,1,4
7,bimodal,Task B ,1,4,1,-0.174710693,3,1,55.43005846,6,0.200883754,3,1
8,bimodal,Task B ,2,4,0,0.354013841,4,1,284.0052925,1,0.248524637,4,8
8,bimodal,Task B ,1,4,0,0.653014322,3,2,328.2807007,2,2.616214262,3,1
8,bimodal,Task B ,1,4,1,-0.135780188,4,1,299.9945208,3,0.111333377,4,1
8,bimodal,Task B ,2,1,1,0.656487412,4,2,320.0717278,4,0.95232927,4,5
8,bimodal,Task B ,1,1,1,0.329017209,3,1,227.0659599,5,-0.329882348,3,4
8,bimodal,Task B ,1,4,1,0.0811923,2,1,169.4440402,6,0.090274881,2,1
9,bimodal,Task B ,1,2,0,0.430546149,2,2,3.627312866,1,-0.266961817,2,3
9,bimodal,Task B ,1,1,1,-0.010425842,1,1,147.7725952,2,0.005937791,1,4
9,bimodal,Task B ,2,3,1,0.609868287,3,2,41.23086767,3,2.553637966,3,7
9,bimodal,Task B ,1,2,0,0.68728499,2,2,106.9869994,4,1.149814724,2,3
9,bimodal,Task B ,1,2,1,0.695755793,3,1,157.799497,5,-0.322828766,3,3
9,bimodal,Task B ,1,2,1,0.28040428,3,1,143.7237691,6,-0.146379544,3,3
10,bimodal,Task B ,1,1,0,-0.845668169,1,2,357.8056783,1,0.854870444,1,4
10,bimodal,Task B ,1,1,0,1.547978295,1,2,336.0778286,2,-2.48334473,1,4
10,bimodal,Task B ,1,1,1,0.247545044,1,1,238.9174118,3,0.270503087,1,4
10,bimodal,Task B ,1,2,1,-0.35158373,1,1,287.064411,4,-0.250684084,1,3
10,bimodal,Task B ,1,2,1,0.129046757,3,1,226.8936281,5,0.076021452,3,3
10,bimodal,Task B ,1,1,1,0.541794606,3,1,177.3914351,6,0.148690401,3,4
1,bimodal,Task B ,2,4,1,1.813109311,3,2,197.9110192,1,-0.969440562,3,8
1,bimodal,Task B ,1,2,1,-0.349566149,4,1,221.2286153,2,-0.254261778,4,3
1,bimodal,Task B ,1,3,1,-0.161611788,2,1,109.405858,3,-0.473994467,2,2
1,bimodal,Task B ,1,3,1,-0.227666598,3,1,273.6309556,4,-0.71081881,3,2
1,bimodal,Task B ,1,3,1,0.519121693,1,1,57.17067913,5,-0.113605266,1,2
1,bimodal,Task B ,2,2,1,0.243119929,4,2,31.10916121,6,2.260308033,4,6
2,bimodal,Task B ,2,3,1,0.258595003,2,2,1.975433248,1,0.159578612,2,7
2,bimodal,Task B ,1,1,0,0.640072012,1,2,122.6362831,2,-1.708327327,1,4
2,bimodal,Task B ,2,1,1,0.205448505,1,2,52.72142558,3,1.081866514,1,5
2,bimodal,Task B ,1,2,0,-0.698860191,2,2,27.83235674,4,-1.266224416,2,3
2,bimodal,Task B ,1,2,1,-0.189364651,2,1,129.7374601,5,0.186417851,2,3
2,bimodal,Task B ,1,2,1,-0.006325111,1,1,333.6217206,6,0.272268164,1,3
3,bimodal,Task B ,1,4,1,0.131585121,3,1,42.59880519,1,0.253279571,3,1
3,bimodal,Task B ,1,2,1,0.149947859,3,1,238.4181652,2,-0.340842481,3,3
3,bimodal,Task B ,2,2,0,0.675610745,1,1,195.9910402,3,0.393601117,1,6
3,bimodal,Task B ,2,2,1,1.213417378,1,2,318.8128228,4,-0.743864648,1,6
3,bimodal,Task B ,1,3,1,-0.650216459,2,1,72.82743427,5,-0.19548182,2,2
3,bimodal,Task B ,2,1,1,0.49221859,2,2,214.3594437,6,-0.727453619,2,5
4,bimodal,Task B ,2,1,1,0.896222813,1,2,190.0192481,1,1.049820876,1,5
4,bimodal,Task B ,1,4,1,0.098516066,4,1,44.75125874,2,-0.021943883,4,1
4,bimodal,Task B ,1,2,1,-0.238354021,2,1,1.451317268,3,-0.026943586,2,3
4,bimodal,Task B ,2,4,1,-2.639042504,4,2,16.67586603,4,-0.042020521,4,8
4,bimodal,Task B ,2,4,1,-0.545139769,3,2,51.09416873,5,1.271535675,3,8
4,bimodal,Task B ,2,2,1,-0.835729587,3,2,45.52712085,6,1.031336471,3,6
5,bimodal,Task B ,2,2,1,-1.331440181,2,2,244.9609883,1,1.930059199,2,6
5,bimodal,Task B ,1,4,1,0.049443346,3,1,144.6918396,2,-0.098134362,3,1
5,bimodal,Task B ,1,3,1,-0.732828452,3,1,0.863961824,3,-0.041371298,3,2
5,bimodal,Task B ,1,3,0,0.593439836,4,2,184.8149219,4,-0.175461165,4,2
5,bimodal,Task B ,2,4,0,-0.3215308,3,1,203.075298,5,0.761331144,3,8
5,bimodal,Task B ,2,4,1,1.361861936,4,2,58.44628065,6,2.002053808,4,8
6,bimodal,Task B ,1,2,0,-2.21831417,2,2,306.3867651,1,0.216736657,2,3
6,bimodal,Task B ,2,2,1,-0.735176323,4,2,30.4161543,2,0.69317247,4,6
6,bimodal,Task B ,1,2,0,-0.205411539,4,2,105.8017381,3,1.769131265,4,3
6,bimodal,Task B ,1,2,0,-0.842768933,4,2,49.13129406,4,-0.34029537,4,3
6,bimodal,Task B ,1,2,1,-0.406685746,2,1,116.6845109,5,-0.516379872,2,3
6,bimodal,Task B ,1,1,1,-0.0119966,3,1,34.69636009,6,-0.437037171,3,4
7,bimodal,Task B ,1,1,0,-1.076758154,2,2,347.0297391,1,0.755291495,2,4
7,bimodal,Task B ,1,1,0,-1.309945307,1,2,241.9130269,2,-2.246068397,1,4
7,bimodal,Task B ,1,1,1,0.445808667,2,1,235.5898519,3,-0.397017494,2,4
7,bimodal,Task B ,1,1,1,-0.551680034,3,1,28.99002234,4,0.048232001,3,4
7,bimodal,Task B ,1,1,0,-0.40716076,2,2,14.67587209,5,-0.320612351,2,4
7,bimodal,Task B ,1,1,1,-0.39441723,3,1,194.9944168,6,0.048841111,3,4
8,bimodal,Task B ,2,1,0,-0.271850217,1,1,307.9078726,1,-0.535272742,1,5
8,bimodal,Task B ,2,4,1,-2.058941408,1,2,224.1943806,2,-1.606356839,1,8
8,bimodal,Task B ,2,4,1,1.10624024,4,2,296.1832566,3,-1.186270022,4,8
8,bimodal,Task B ,1,4,0,-0.294590652,3,2,311.6418253,4,1.760198932,3,1
8,bimodal,Task B ,1,4,1,0.393934118,3,1,196.5976331,5,0.119635384,3,1
8,bimodal,Task B ,1,4,1,-0.205453274,4,1,190.7234145,6,0.21176551,4,1
9,bimodal,Task B ,1,3,1,-0.289299388,3,1,342.8027379,1,0.27810136,3,2
9,bimodal,Task B ,2,1,0,0.202885419,3,1,258.4409508,2,-0.094758377,3,5
9,bimodal,Task B ,1,1,1,-0.185620881,4,1,15.00172458,3,-0.179383267,4,4
9,bimodal,Task B ,2,2,1,0.103750716,1,2,299.8392932,4,0.631268418,1,6
9,bimodal,Task B ,1,2,1,-0.337610813,2,1,154.0121321,5,-0.058695865,2,3
9,bimodal,Task B ,1,1,0,0.084491311,2,2,102.2897468,6,0.062749047,2,4
10,bimodal,Task B ,1,1,1,0.031747803,1,1,88.35835044,1,-0.027313462,1,4
10,bimodal,Task B ,1,2,1,0.34532146,4,1,103.2305111,2,-0.187139245,4,3
10,bimodal,Task B ,2,1,1,1.010728483,3,2,26.95411233,3,0.252056304,3,5
10,bimodal,Task B ,1,2,1,0.063665049,2,1,75.69337509,4,0.046124102,2,3
10,bimodal,Task B ,1,1,0,0.053721077,2,2,242.9751317,5,-4.143194419,2,4
10,bimodal,Task B ,1,1,1,-0.133102264,1,1,162.2016148,6,0.577230746,1,4
1,bimodal,Task B ,1,2,1,-0.160474245,3,1,139.4284828,1,-0.367053301,3,3
1,bimodal,Task B ,1,3,1,0.06889042,1,1,76.34744705,2,-0.330707894,1,2
1,bimodal,Task B ,2,2,1,1.362879227,3,2,2.716018519,3,-0.402385377,3,6
1,bimodal,Task B ,1,2,1,-0.225488638,1,1,95.15195558,4,0.492543244,1,3
1,bimodal,Task B ,2,4,1,0.958215059,3,2,128.2298179,5,-2.350237694,3,8
1,bimodal,Task B ,1,3,0,0.203012231,3,2,232.2005683,6,1.432583533,3,2
2,bimodal,Task B ,1,1,0,1.315032957,1,2,28.12144107,1,0.458732932,1,4
2,bimodal,Task B ,1,2,1,0.02804668,3,1,256.3711194,2,0.339664608,3,3
2,bimodal,Task B ,1,2,1,0.437710741,2,1,56.94204428,3,0.261427718,2,3
2,bimodal,Task B ,1,2,1,-0.312388489,3,1,18.42451529,4,-0.708456273,3,3
2,bimodal,Task B ,1,1,1,0.873472378,3,1,232.4975849,5,-0.152010094,3,4
2,bimodal,Task B ,1,3,0,1.572349317,1,2,29.0874314,6,-0.262313309,1,2
3,bimodal,Task B ,2,4,1,-0.146622599,2,2,44.73687814,1,-2.287929966,2,8
3,bimodal,Task B ,1,2,1,0.182793099,4,1,302.0548898,2,-0.263633386,4,3
3,bimodal,Task B ,2,4,1,3.54564715,3,2,199.1849404,3,-0.960247231,3,8
3,bimodal,Task B ,2,1,0,-0.256564681,3,1,359.7589733,4,0.539180748,3,5
3,bimodal,Task B ,2,2,1,-0.883838832,3,2,346.0830765,5,1.08639499,3,6
3,bimodal,Task B ,1,3,0,0.181104891,3,2,2.177980156,6,0.508201599,3,2
4,bimodal,Task B ,1,3,0,1.814423448,1,2,274.0877862,1,-0.82857819,1,2
4,bimodal,Task B ,1,3,0,0.31855557,4,2,103.8686259,2,-0.425431931,4,2
4,bimodal,Task B ,1,2,0,-0.517117421,2,2,232.3519857,3,0.813087016,2,3
4,bimodal,Task B ,2,1,1,0.506873793,1,2,159.6073746,4,-0.214385462,1,5
4,bimodal,Task B ,2,3,1,-1.933752627,3,2,349.0764367,5,-1.056313793,3,7
4,bimodal,Task B ,1,1,1,0.250200059,3,1,313.6498116,6,-0.40163562,3,4
5,bimodal,Task B ,1,4,0,0.209351525,2,2,190.6949077,1,-0.165855918,2,1
5,bimodal,Task B ,2,2,1,-0.931308297,4,2,277.7172064,2,-0.974499808,4,6
5,bimodal,Task B ,1,4,1,0.450998673,3,1,193.3092864,3,-0.254076379,3,1
5,bimodal,Task B ,1,2,1,-0.363291398,3,1,264.8229471,4,0.243292315,3,3
5,bimodal,Task B ,1,4,0,0.104052705,2,2,296.2898559,5,2.915973096,2,1
5,bimodal,Task B ,1,2,1,0.540131597,4,1,335.6209778,6,-0.314267344,4,3
6,bimodal,Task B ,1,2,1,-0.044935182,1,1,68.66841456,1,0.141930163,1,3
6,bimodal,Task B ,2,2,0,0.186089812,1,1,246.75689,2,0.070804946,1,6
6,bimodal,Task B ,2,2,1,-1.392608154,2,2,86.61346592,3,1.165085892,2,6
6,bimodal,Task B ,1,2,0,-0.01363744,2,2,82.82419277,4,-0.712660701,2,3
6,bimodal,Task B ,1,2,0,-0.224224593,4,2,83.80840018,5,-0.054829859,4,3
6,bimodal,Task B ,1,1,0,0.018652145,4,2,45.33364482,6,-1.121935072,4,4
7,bimodal,Task B ,1,4,1,-0.08678271,3,1,32.14030556,1,-0.049159602,3,1
7,bimodal,Task B ,1,1,1,-0.00085957,1,1,222.947107,2,-0.176885235,1,4
