subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_phase,block_number,stim_frequency,stim_reliability_level,r
8,audio,Task B ,1,1,0,0,4.00E-05,2,292.8700408,0,0.271432033,1,4
8,audio,Task B ,2,4,0,0,0.00041,1,123.6517297,0,0.23635341,4,8
9,audio,Task B ,1,1,0,0,9.00E-05,2,21.48077968,0,-1.975272865,2,4
9,audio,Task B ,2,4,1,0,0.00019,2,59.86290221,0,2.239263694,3,8
9,audio,Task B ,2,1,1,0,4.00E-05,2,160.4568098,0,0.56682557,1,5
9,audio,Task B ,1,1,1,0,4.00E-05,1,318.2646843,0,0.106253127,1,4
9,audio,Task B ,2,1,0,0,9.00E-05,1,233.4864925,0,-0.285474703,2,5
9,audio,Task B ,2,1,0,0,9.00E-05,1,232.5310988,0,0.154680576,2,5
10,audio,Task B ,1,1,1,0,0.00041,1,247.6777234,0,0.189179364,4,4
10,audio,Task B ,1,1,0,0,4.00E-05,2,41.10078089,0,-0.275092218,1,4
10,audio,Task B ,1,2,1,0,0.00041,1,333.6606637,0,0.605210849,4,3
10,audio,Task B ,1,1,1,0,9.00E-05,1,239.8663389,0,0.071645904,2,4
10,audio,Task B ,2,2,1,0,9.00E-05,2,321.1919522,0,0.535656798,2,6
10,audio,Task B ,1,1,0,0,0.00019,2,8.639782035,0,-0.003353676,3,4
1,audio,Task B ,1,2,1,0,0.00041,1,177.4301497,0,0.265973576,4,3
1,audio,Task B ,1,2,0,0,0.00041,2,310.4445806,0,0.483179521,4,3
1,audio,Task B ,2,4,1,0,9.00E-05,2,175.0716715,0,-2.407709735,2,8
1,audio,Task B ,2,2,1,0,9.00E-05,2,109.5242607,0,-0.40033412,2,6
1,audio,Task B ,2,1,0,0,4.00E-05,1,322.2083917,0,-0.365958899,1,5
1,audio,Task B ,2,4,1,0,0.00019,2,310.2851409,0,2.328859217,3,8
